taxel,zone,zone_name,row,col,addr,mu,sigma,min,max,status
0,0,Meñique — Punta,0,0,3000,0.000,0.000,0,0,ok
1,0,Meñique — Punta,0,1,3001,0.000,0.000,0,0,ok
2,0,Meñique — Punta,0,2,3002,0.000,0.000,0,0,ok
3,0,Meñique — Punta,1,0,3003,97.150,118.991,32,452,noisy
4,0,Meñique — Punta,1,1,3004,297.700,30.649,261,397,noisy
5,0,Meñique — Punta,1,2,3005,260.603,23.505,228,332,noisy
6,0,Meñique — Punta,2,0,3006,55.290,14.574,28,75,noisy
7,0,Meñique — Punta,2,1,3007,288.870,14.636,250,313,noisy
8,0,Meñique — Punta,2,2,3008,258.263,10.928,234,282,noisy
9,1,Meñique — Distal,0,0,3018,0.000,0.000,0,0,ok
10,1,Meñique — Distal,0,1,3019,0.000,0.000,0,0,ok
11,1,Meñique — Distal,0,2,3020,0.000,0.000,0,0,ok
12,1,Meñique — Distal,0,3,3021,0.000,0.000,0,0,ok
13,1,Meñique — Distal,0,4,3022,0.000,0.000,0,0,ok
14,1,Meñique — Distal,0,5,3023,0.000,0.000,0,0,ok
15,1,Meñique — Distal,0,6,3024,0.000,0.000,0,0,ok
16,1,Meñique — Distal,0,7,3025,0.000,0.000,0,0,ok
17,1,Meñique — Distal,1,0,3026,0.000,0.000,0,0,ok
18,1,Meñique — Distal,1,1,3027,0.000,0.000,0,0,ok
19,1,Meñique — Distal,1,2,3028,0.000,0.000,0,0,ok
20,1,Meñique — Distal,1,3,3029,0.000,0.000,0,0,ok
21,1,Meñique — Distal,1,4,3030,0.000,0.000,0,0,ok
22,1,Meñique — Distal,1,5,3031,0.000,0.000,0,0,ok
23,1,Meñique — Distal,1,6,3032,0.000,0.000,0,0,ok
24,1,Meñique — Distal,1,7,3033,0.000,0.000,0,0,ok
25,1,Meñique — Distal,2,0,3034,0.000,0.000,0,0,ok
26,1,Meñique — Distal,2,1,3035,0.000,0.000,0,0,ok
27,1,Meñique — Distal,2,2,3036,0.000,0.000,0,0,ok
28,1,Meñique — Distal,2,3,3037,0.000,0.000,0,0,ok
29,1,Meñique — Distal,2,4,3038,0.000,0.000,0,0,ok
30,1,Meñique — Distal,2,5,3039,0.000,0.000,0,0,ok
31,1,Meñique — Distal,2,6,3040,0.000,0.000,0,0,ok
32,1,Meñique — Distal,2,7,3041,0.000,0.000,0,0,ok
33,1,Meñique — Distal,3,0,3042,0.000,0.000,0,0,ok
34,1,Meñique — Distal,3,1,3043,0.000,0.000,0,0,ok
35,1,Meñique — Distal,3,2,3044,0.000,0.000,0,0,ok
36,1,Meñique — Distal,3,3,3045,0.000,0.000,0,0,ok
37,1,Meñique — Distal,3,4,3046,0.000,0.000,0,0,ok
38,1,Meñique — Distal,3,5,3047,0.000,0.000,0,0,ok
39,1,Meñique — Distal,3,6,3048,0.000,0.000,0,0,ok
40,1,Meñique — Distal,3,7,3049,0.000,0.000,0,0,ok
41,1,Meñique — Distal,4,0,3050,0.000,0.000,0,0,ok
42,1,Meñique — Distal,4,1,3051,0.000,0.000,0,0,ok
43,1,Meñique — Distal,4,2,3052,0.000,0.000,0,0,ok
44,1,Meñique — Distal,4,3,3053,0.000,0.000,0,0,ok
45,1,Meñique — Distal,4,4,3054,0.000,0.000,0,0,ok
46,1,Meñique — Distal,4,5,3055,0.000,0.000,0,0,ok
47,1,Meñique — Distal,4,6,3056,0.000,0.000,0,0,ok
48,1,Meñique — Distal,4,7,3057,0.000,0.000,0,0,ok
49,1,Meñique — Distal,5,0,3058,0.000,0.000,0,0,ok
50,1,Meñique — Distal,5,1,3059,0.000,0.000,0,0,ok
51,1,Meñique — Distal,5,2,3060,0.000,0.000,0,0,ok
52,1,Meñique — Distal,5,3,3061,0.000,0.000,0,0,ok
53,1,Meñique — Distal,5,4,3062,0.000,0.000,0,0,ok
54,1,Meñique — Distal,5,5,3063,0.000,0.000,0,0,ok
55,1,Meñique — Distal,5,6,3064,0.000,0.000,0,0,ok
56,1,Meñique — Distal,5,7,3065,0.767,1.730,0,6,noisy
57,1,Meñique — Distal,6,0,3066,0.000,0.000,0,0,ok
58,1,Meñique — Distal,6,1,3067,0.000,0.000,0,0,ok
59,1,Meñique — Distal,6,2,3068,0.000,0.000,0,0,ok
60,1,Meñique — Distal,6,3,3069,0.000,0.000,0,0,ok
61,1,Meñique — Distal,6,4,3070,0.000,0.000,0,0,ok
62,1,Meñique — Distal,6,5,3071,0.000,0.000,0,0,ok
63,1,Meñique — Distal,6,6,3072,0.000,0.000,0,0,ok
64,1,Meñique — Distal,6,7,3073,0.000,0.000,0,0,ok
65,1,Meñique — Distal,7,0,3074,0.000,0.000,0,0,ok
66,1,Meñique — Distal,7,1,3075,0.000,0.000,0,0,ok
67,1,Meñique — Distal,7,2,3076,0.000,0.000,0,0,ok
68,1,Meñique — Distal,7,3,3077,0.000,0.000,0,0,ok
69,1,Meñique — Distal,7,4,3078,0.000,0.000,0,0,ok
70,1,Meñique — Distal,7,5,3079,0.000,0.000,0,0,ok
71,1,Meñique — Distal,7,6,3080,0.000,0.000,0,0,ok
72,1,Meñique — Distal,7,7,3081,0.000,0.000,0,0,ok
73,1,Meñique — Distal,8,0,3082,0.000,0.000,0,0,ok
74,1,Meñique — Distal,8,1,3083,0.000,0.000,0,0,ok
75,1,Meñique — Distal,8,2,3084,0.000,0.000,0,0,ok
76,1,Meñique — Distal,8,3,3085,0.000,0.000,0,0,ok
77,1,Meñique — Distal,8,4,3086,0.000,0.000,0,0,ok
78,1,Meñique — Distal,8,5,3087,0.000,0.000,0,0,ok
79,1,Meñique — Distal,8,6,3088,0.000,0.000,0,0,ok
80,1,Meñique — Distal,8,7,3089,0.000,0.000,0,0,ok
81,1,Meñique — Distal,9,0,3090,0.000,0.000,0,0,ok
82,1,Meñique — Distal,9,1,3091,0.000,0.000,0,0,ok
83,1,Meñique — Distal,9,2,3092,0.000,0.000,0,0,ok
84,1,Meñique — Distal,9,3,3093,0.000,0.000,0,0,ok
85,1,Meñique — Distal,9,4,3094,0.000,0.000,0,0,ok
86,1,Meñique — Distal,9,5,3095,0.000,0.000,0,0,ok
87,1,Meñique — Distal,9,6,3096,0.000,0.000,0,0,ok
88,1,Meñique — Distal,9,7,3097,16.417,0.985,13,19,noisy
89,1,Meñique — Distal,10,0,3098,0.000,0.000,0,0,ok
90,1,Meñique — Distal,10,1,3099,0.000,0.000,0,0,ok
91,1,Meñique — Distal,10,2,3100,0.000,0.000,0,0,ok
92,1,Meñique — Distal,10,3,3101,0.000,0.000,0,0,ok
93,1,Meñique — Distal,10,4,3102,0.000,0.000,0,0,ok
94,1,Meñique — Distal,10,5,3103,0.000,0.000,0,0,ok
95,1,Meñique — Distal,10,6,3104,0.000,0.000,0,0,ok
96,1,Meñique — Distal,10,7,3105,0.000,0.000,0,0,ok
97,1,Meñique — Distal,11,0,3106,0.000,0.000,0,0,ok
98,1,Meñique — Distal,11,1,3107,0.000,0.000,0,0,ok
99,1,Meñique — Distal,11,2,3108,0.000,0.000,0,0,ok
100,1,Meñique — Distal,11,3,3109,0.000,0.000,0,0,ok
101,1,Meñique — Distal,11,4,3110,0.000,0.000,0,0,ok
102,1,Meñique — Distal,11,5,3111,0.000,0.000,0,0,ok
103,1,Meñique — Distal,11,6,3112,6.310,2.203,0,11,noisy
104,1,Meñique — Distal,11,7,3113,0.000,0.000,0,0,stuck_low
105,2,Meñique — Palmar,0,0,3210,0.000,0.000,0,0,ok
106,2,Meñique — Palmar,0,1,3211,0.000,0.000,0,0,ok
107,2,Meñique — Palmar,0,2,3212,0.000,0.000,0,0,ok
108,2,Meñique — Palmar,0,3,3213,0.000,0.000,0,0,ok
109,2,Meñique — Palmar,0,4,3214,0.000,0.000,0,0,ok
110,2,Meñique — Palmar,0,5,3215,0.000,0.000,0,0,ok
111,2,Meñique — Palmar,0,6,3216,0.000,0.000,0,0,ok
112,2,Meñique — Palmar,0,7,3217,0.000,0.000,0,0,ok
113,2,Meñique — Palmar,1,0,3218,0.000,0.000,0,0,ok
114,2,Meñique — Palmar,1,1,3219,0.000,0.000,0,0,ok
115,2,Meñique — Palmar,1,2,3220,0.000,0.000,0,0,ok
116,2,Meñique — Palmar,1,3,3221,0.000,0.000,0,0,ok
117,2,Meñique — Palmar,1,4,3222,0.000,0.000,0,0,ok
118,2,Meñique — Palmar,1,5,3223,0.000,0.000,0,0,ok
119,2,Meñique — Palmar,1,6,3224,0.000,0.000,0,0,ok
120,2,Meñique — Palmar,1,7,3225,0.000,0.000,0,0,ok
121,2,Meñique — Palmar,2,0,3226,0.000,0.000,0,0,stuck_low
122,2,Meñique — Palmar,2,1,3227,0.000,0.000,0,0,ok
123,2,Meñique — Palmar,2,2,3228,0.000,0.000,0,0,ok
124,2,Meñique — Palmar,2,3,3229,0.000,0.000,0,0,ok
125,2,Meñique — Palmar,2,4,3230,0.000,0.000,0,0,ok
126,2,Meñique — Palmar,2,5,3231,0.000,0.000,0,0,ok
127,2,Meñique — Palmar,2,6,3232,0.000,0.000,0,0,ok
128,2,Meñique — Palmar,2,7,3233,0.000,0.000,0,0,ok
129,2,Meñique — Palmar,3,0,3234,0.000,0.000,0,0,ok
130,2,Meñique — Palmar,3,1,3235,0.000,0.000,0,0,ok
131,2,Meñique — Palmar,3,2,3236,0.000,0.000,0,0,ok
132,2,Meñique — Palmar,3,3,3237,0.000,0.000,0,0,ok
133,2,Meñique — Palmar,3,4,3238,0.000,0.000,0,0,ok
134,2,Meñique — Palmar,3,5,3239,0.000,0.000,0,0,ok
135,2,Meñique — Palmar,3,6,3240,0.000,0.000,0,0,ok
136,2,Meñique — Palmar,3,7,3241,0.000,0.000,0,0,ok
137,2,Meñique — Palmar,4,0,3242,0.077,0.494,0,5,noisy
138,2,Meñique — Palmar,4,1,3243,0.000,0.000,0,0,ok
139,2,Meñique — Palmar,4,2,3244,0.000,0.000,0,0,ok
140,2,Meñique — Palmar,4,3,3245,0.000,0.000,0,0,ok
141,2,Meñique — Palmar,4,4,3246,0.000,0.000,0,0,ok
142,2,Meñique — Palmar,4,5,3247,0.000,0.000,0,0,ok
143,2,Meñique — Palmar,4,6,3248,0.000,0.000,0,0,ok
144,2,Meñique — Palmar,4,7,3249,0.000,0.000,0,0,ok
145,2,Meñique — Palmar,5,0,3250,0.000,0.000,0,0,ok
146,2,Meñique — Palmar,5,1,3251,0.000,0.000,0,0,ok
147,2,Meñique — Palmar,5,2,3252,0.000,0.000,0,0,ok
148,2,Meñique — Palmar,5,3,3253,0.000,0.000,0,0,ok
149,2,Meñique — Palmar,5,4,3254,0.000,0.000,0,0,ok
150,2,Meñique — Palmar,5,5,3255,0.000,0.000,0,0,ok
151,2,Meñique — Palmar,5,6,3256,0.000,0.000,0,0,ok
152,2,Meñique — Palmar,5,7,3257,0.000,0.000,0,0,ok
153,2,Meñique — Palmar,6,0,3258,0.000,0.000,0,0,ok
154,2,Meñique — Palmar,6,1,3259,0.000,0.000,0,0,ok
155,2,Meñique — Palmar,6,2,3260,0.000,0.000,0,0,ok
156,2,Meñique — Palmar,6,3,3261,0.000,0.000,0,0,ok
157,2,Meñique — Palmar,6,4,3262,0.000,0.000,0,0,ok
158,2,Meñique — Palmar,6,5,3263,0.000,0.000,0,0,ok
159,2,Meñique — Palmar,6,6,3264,0.000,0.000,0,0,ok
160,2,Meñique — Palmar,6,7,3265,0.000,0.000,0,0,ok
161,2,Meñique — Palmar,7,0,3266,0.000,0.000,0,0,ok
162,2,Meñique — Palmar,7,1,3267,0.000,0.000,0,0,stuck_low
163,2,Meñique — Palmar,7,2,3268,0.000,0.000,0,0,ok
164,2,Meñique — Palmar,7,3,3269,0.000,0.000,0,0,ok
165,2,Meñique — Palmar,7,4,3270,0.000,0.000,0,0,ok
166,2,Meñique — Palmar,7,5,3271,0.000,0.000,0,0,ok
167,2,Meñique — Palmar,7,6,3272,0.000,0.000,0,0,ok
168,2,Meñique — Palmar,7,7,3273,28.223,1.631,23,32,noisy
169,2,Meñique — Palmar,8,0,3274,0.000,0.000,0,0,ok
170,2,Meñique — Palmar,8,1,3275,0.000,0.000,0,0,ok
171,2,Meñique — Palmar,8,2,3276,0.000,0.000,0,0,ok
172,2,Meñique — Palmar,8,3,3277,0.000,0.000,0,0,ok
173,2,Meñique — Palmar,8,4,3278,0.000,0.000,0,0,ok
174,2,Meñique — Palmar,8,5,3279,0.000,0.000,0,0,ok
175,2,Meñique — Palmar,8,6,3280,0.000,0.000,0,0,ok
176,2,Meñique — Palmar,8,7,3281,0.000,0.000,0,0,ok
177,2,Meñique — Palmar,9,0,3282,0.000,0.000,0,0,ok
178,2,Meñique — Palmar,9,1,3283,0.000,0.000,0,0,ok
179,2,Meñique — Palmar,9,2,3284,0.000,0.000,0,0,ok
180,2,Meñique — Palmar,9,3,3285,0.000,0.000,0,0,ok
181,2,Meñique — Palmar,9,4,3286,0.000,0.000,0,0,ok
182,2,Meñique — Palmar,9,5,3287,0.000,0.000,0,0,ok
183,2,Meñique — Palmar,9,6,3288,0.000,0.000,0,0,ok
184,2,Meñique — Palmar,9,7,3289,0.000,0.000,0,0,ok
185,3,Anular — Punta,0,0,3370,0.000,0.000,0,0,ok
186,3,Anular — Punta,0,1,3371,0.000,0.000,0,0,ok
187,3,Anular — Punta,0,2,3372,0.000,0.000,0,0,ok
188,3,Anular — Punta,1,0,3373,0.000,0.000,0,0,ok
189,3,Anular — Punta,1,1,3374,0.000,0.000,0,0,ok
190,3,Anular — Punta,1,2,3375,0.000,0.000,0,0,ok
191,3,Anular — Punta,2,0,3376,181.707,56.373,67,241,dead
192,3,Anular — Punta,2,1,3377,363.840,7.094,347,376,dead
193,3,Anular — Punta,2,2,3378,0.000,0.000,0,0,stuck_low
194,4,Anular — Distal,0,0,3388,0.000,0.000,0,0,ok
195,4,Anular — Distal,0,1,3389,0.000,0.000,0,0,ok
196,4,Anular — Distal,0,2,3390,0.000,0.000,0,0,ok
197,4,Anular — Distal,0,3,3391,0.000,0.000,0,0,ok
198,4,Anular — Distal,0,4,3392,0.000,0.000,0,0,ok
199,4,Anular — Distal,0,5,3393,0.000,0.000,0,0,ok
200,4,Anular — Distal,0,6,3394,0.000,0.000,0,0,ok
201,4,Anular — Distal,0,7,3395,0.000,0.000,0,0,ok
202,4,Anular — Distal,1,0,3396,0.000,0.000,0,0,ok
203,4,Anular — Distal,1,1,3397,0.000,0.000,0,0,ok
204,4,Anular — Distal,1,2,3398,0.000,0.000,0,0,ok
205,4,Anular — Distal,1,3,3399,0.000,0.000,0,0,ok
206,4,Anular — Distal,1,4,3400,0.000,0.000,0,0,ok
207,4,Anular — Distal,1,5,3401,0.000,0.000,0,0,ok
208,4,Anular — Distal,1,6,3402,0.000,0.000,0,0,ok
209,4,Anular — Distal,1,7,3403,0.000,0.000,0,0,ok
210,4,Anular — Distal,2,0,3404,0.000,0.000,0,0,ok
211,4,Anular — Distal,2,1,3405,0.000,0.000,0,0,ok
212,4,Anular — Distal,2,2,3406,0.000,0.000,0,0,ok
213,4,Anular — Distal,2,3,3407,0.000,0.000,0,0,ok
214,4,Anular — Distal,2,4,3408,0.000,0.000,0,0,ok
215,4,Anular — Distal,2,5,3409,0.000,0.000,0,0,ok
216,4,Anular — Distal,2,6,3410,0.000,0.000,0,0,ok
217,4,Anular — Distal,2,7,3411,6.220,1.022,4,8,noisy
218,4,Anular — Distal,3,0,3412,0.000,0.000,0,0,ok
219,4,Anular — Distal,3,1,3413,0.000,0.000,0,0,ok
220,4,Anular — Distal,3,2,3414,0.000,0.000,0,0,ok
221,4,Anular — Distal,3,3,3415,0.000,0.000,0,0,ok
222,4,Anular — Distal,3,4,3416,0.000,0.000,0,0,ok
223,4,Anular — Distal,3,5,3417,0.000,0.000,0,0,ok
224,4,Anular — Distal,3,6,3418,0.000,0.000,0,0,ok
225,4,Anular — Distal,3,7,3419,0.000,0.000,0,0,ok
226,4,Anular — Distal,4,0,3420,0.000,0.000,0,0,ok
227,4,Anular — Distal,4,1,3421,0.000,0.000,0,0,ok
228,4,Anular — Distal,4,2,3422,0.000,0.000,0,0,ok
229,4,Anular — Distal,4,3,3423,0.000,0.000,0,0,ok
230,4,Anular — Distal,4,4,3424,0.000,0.000,0,0,ok
231,4,Anular — Distal,4,5,3425,0.000,0.000,0,0,ok
232,4,Anular — Distal,4,6,3426,0.000,0.000,0,0,ok
233,4,Anular — Distal,4,7,3427,0.000,0.000,0,0,ok
234,4,Anular — Distal,5,0,3428,0.000,0.000,0,0,ok
235,4,Anular — Distal,5,1,3429,0.000,0.000,0,0,ok
236,4,Anular — Distal,5,2,3430,0.000,0.000,0,0,ok
237,4,Anular — Distal,5,3,3431,0.000,0.000,0,0,ok
238,4,Anular — Distal,5,4,3432,0.000,0.000,0,0,ok
239,4,Anular — Distal,5,5,3433,0.000,0.000,0,0,ok
240,4,Anular — Distal,5,6,3434,0.000,0.000,0,0,ok
241,4,Anular — Distal,5,7,3435,0.000,0.000,0,0,ok
242,4,Anular — Distal,6,0,3436,6.133,1.024,4,8,noisy
243,4,Anular — Distal,6,1,3437,0.000,0.000,0,0,ok
244,4,Anular — Distal,6,2,3438,0.000,0.000,0,0,ok
245,4,Anular — Distal,6,3,3439,0.000,0.000,0,0,ok
246,4,Anular — Distal,6,4,3440,0.000,0.000,0,0,ok
247,4,Anular — Distal,6,5,3441,0.000,0.000,0,0,ok
248,4,Anular — Distal,6,6,3442,0.000,0.000,0,0,ok
249,4,Anular — Distal,6,7,3443,0.000,0.000,0,0,ok
250,4,Anular — Distal,7,0,3444,0.000,0.000,0,0,ok
251,4,Anular — Distal,7,1,3445,0.000,0.000,0,0,ok
252,4,Anular — Distal,7,2,3446,0.000,0.000,0,0,ok
253,4,Anular — Distal,7,3,3447,0.000,0.000,0,0,ok
254,4,Anular — Distal,7,4,3448,0.000,0.000,0,0,ok
255,4,Anular — Distal,7,5,3449,0.000,0.000,0,0,ok
256,4,Anular — Distal,7,6,3450,0.000,0.000,0,0,ok
257,4,Anular — Distal,7,7,3451,0.000,0.000,0,0,ok
258,4,Anular — Distal,8,0,3452,0.000,0.000,0,0,stuck_low
259,4,Anular — Distal,8,1,3453,0.000,0.000,0,0,ok
260,4,Anular — Distal,8,2,3454,0.000,0.000,0,0,ok
261,4,Anular — Distal,8,3,3455,0.000,0.000,0,0,ok
262,4,Anular — Distal,8,4,3456,0.000,0.000,0,0,ok
263,4,Anular — Distal,8,5,3457,0.000,0.000,0,0,ok
264,4,Anular — Distal,8,6,3458,0.000,0.000,0,0,ok
265,4,Anular — Distal,8,7,3459,0.000,0.000,0,0,ok
266,4,Anular — Distal,9,0,3460,0.000,0.000,0,0,ok
267,4,Anular — Distal,9,1,3461,0.000,0.000,0,0,ok
268,4,Anular — Distal,9,2,3462,0.000,0.000,0,0,ok
269,4,Anular — Distal,9,3,3463,0.000,0.000,0,0,ok
270,4,Anular — Distal,9,4,3464,0.000,0.000,0,0,ok
271,4,Anular — Distal,9,5,3465,0.000,0.000,0,0,ok
272,4,Anular — Distal,9,6,3466,0.000,0.000,0,0,ok
273,4,Anular — Distal,9,7,3467,0.000,0.000,0,0,ok
274,4,Anular — Distal,10,0,3468,21.453,4.661,12,31,noisy
275,4,Anular — Distal,10,1,3469,0.000,0.000,0,0,ok
276,4,Anular — Distal,10,2,3470,0.000,0.000,0,0,ok
277,4,Anular — Distal,10,3,3471,0.000,0.000,0,0,ok
278,4,Anular — Distal,10,4,3472,0.000,0.000,0,0,ok
279,4,Anular — Distal,10,5,3473,0.000,0.000,0,0,ok
280,4,Anular — Distal,10,6,3474,14.117,0.810,12,16,noisy
281,4,Anular — Distal,10,7,3475,0.000,0.000,0,0,ok
282,4,Anular — Distal,11,0,3476,0.000,0.000,0,0,stuck_low
283,4,Anular — Distal,11,1,3477,0.000,0.000,0,0,ok
284,4,Anular — Distal,11,2,3478,0.000,0.000,0,0,ok
285,4,Anular — Distal,11,3,3479,0.000,0.000,0,0,stuck_low
286,4,Anular — Distal,11,4,3480,0.000,0.000,0,0,ok
287,4,Anular — Distal,11,5,3481,0.000,0.000,0,0,ok
288,4,Anular — Distal,11,6,3482,0.000,0.000,0,0,stuck_low
289,4,Anular — Distal,11,7,3483,0.000,0.000,0,0,ok
290,5,Anular — Palmar,0,0,3580,0.000,0.000,0,0,ok
291,5,Anular — Palmar,0,1,3581,0.000,0.000,0,0,ok
292,5,Anular — Palmar,0,2,3582,0.000,0.000,0,0,ok
293,5,Anular — Palmar,0,3,3583,0.000,0.000,0,0,ok
294,5,Anular — Palmar,0,4,3584,0.000,0.000,0,0,ok
295,5,Anular — Palmar,0,5,3585,0.000,0.000,0,0,ok
296,5,Anular — Palmar,0,6,3586,0.000,0.000,0,0,ok
297,5,Anular — Palmar,0,7,3587,0.000,0.000,0,0,ok
298,5,Anular — Palmar,1,0,3588,0.000,0.000,0,0,ok
299,5,Anular — Palmar,1,1,3589,0.000,0.000,0,0,ok
300,5,Anular — Palmar,1,2,3590,0.000,0.000,0,0,ok
301,5,Anular — Palmar,1,3,3591,0.000,0.000,0,0,ok
302,5,Anular — Palmar,1,4,3592,0.000,0.000,0,0,ok
303,5,Anular — Palmar,1,5,3593,0.000,0.000,0,0,ok
304,5,Anular — Palmar,1,6,3594,0.000,0.000,0,0,ok
305,5,Anular — Palmar,1,7,3595,0.000,0.000,0,0,ok
306,5,Anular — Palmar,2,0,3596,0.000,0.000,0,0,ok
307,5,Anular — Palmar,2,1,3597,0.000,0.000,0,0,ok
308,5,Anular — Palmar,2,2,3598,0.000,0.000,0,0,ok
309,5,Anular — Palmar,2,3,3599,0.000,0.000,0,0,ok
310,5,Anular — Palmar,2,4,3600,0.003,0.058,0,1,noisy
311,5,Anular — Palmar,2,5,3601,0.000,0.000,0,0,ok
312,5,Anular — Palmar,2,6,3602,0.000,0.000,0,0,ok
313,5,Anular — Palmar,2,7,3603,0.000,0.000,0,0,ok
314,5,Anular — Palmar,3,0,3604,0.000,0.000,0,0,ok
315,5,Anular — Palmar,3,1,3605,0.000,0.000,0,0,ok
316,5,Anular — Palmar,3,2,3606,0.000,0.000,0,0,ok
317,5,Anular — Palmar,3,3,3607,0.000,0.000,0,0,ok
318,5,Anular — Palmar,3,4,3608,0.000,0.000,0,0,ok
319,5,Anular — Palmar,3,5,3609,0.000,0.000,0,0,ok
320,5,Anular — Palmar,3,6,3610,0.000,0.000,0,0,ok
321,5,Anular — Palmar,3,7,3611,0.000,0.000,0,0,ok
322,5,Anular — Palmar,4,0,3612,0.000,0.000,0,0,ok
323,5,Anular — Palmar,4,1,3613,0.000,0.000,0,0,ok
324,5,Anular — Palmar,4,2,3614,0.000,0.000,0,0,ok
325,5,Anular — Palmar,4,3,3615,0.000,0.000,0,0,ok
326,5,Anular — Palmar,4,4,3616,0.000,0.000,0,0,ok
327,5,Anular — Palmar,4,5,3617,0.000,0.000,0,0,ok
328,5,Anular — Palmar,4,6,3618,0.000,0.000,0,0,ok
329,5,Anular — Palmar,4,7,3619,0.000,0.000,0,0,ok
330,5,Anular — Palmar,5,0,3620,0.057,0.283,0,2,noisy
331,5,Anular — Palmar,5,1,3621,0.000,0.000,0,0,ok
332,5,Anular — Palmar,5,2,3622,0.000,0.000,0,0,ok
333,5,Anular — Palmar,5,3,3623,0.000,0.000,0,0,ok
334,5,Anular — Palmar,5,4,3624,0.000,0.000,0,0,ok
335,5,Anular — Palmar,5,5,3625,0.000,0.000,0,0,ok
336,5,Anular — Palmar,5,6,3626,0.000,0.000,0,0,ok
337,5,Anular — Palmar,5,7,3627,0.000,0.000,0,0,ok
338,5,Anular — Palmar,6,0,3628,0.000,0.000,0,0,ok
339,5,Anular — Palmar,6,1,3629,0.000,0.000,0,0,ok
340,5,Anular — Palmar,6,2,3630,0.000,0.000,0,0,ok
341,5,Anular — Palmar,6,3,3631,0.000,0.000,0,0,ok
342,5,Anular — Palmar,6,4,3632,0.000,0.000,0,0,ok
343,5,Anular — Palmar,6,5,3633,0.000,0.000,0,0,ok
344,5,Anular — Palmar,6,6,3634,0.000,0.000,0,0,ok
345,5,Anular — Palmar,6,7,3635,0.000,0.000,0,0,ok
346,5,Anular — Palmar,7,0,3636,0.000,0.000,0,0,ok
347,5,Anular — Palmar,7,1,3637,0.000,0.000,0,0,ok
348,5,Anular — Palmar,7,2,3638,0.000,0.000,0,0,ok
349,5,Anular — Palmar,7,3,3639,0.000,0.000,0,0,ok
350,5,Anular — Palmar,7,4,3640,0.010,0.129,0,2,noisy
351,5,Anular — Palmar,7,5,3641,0.000,0.000,0,0,ok
352,5,Anular — Palmar,7,6,3642,0.000,0.000,0,0,ok
353,5,Anular — Palmar,7,7,3643,0.593,1.717,0,8,noisy
354,5,Anular — Palmar,8,0,3644,0.000,0.000,0,0,ok
355,5,Anular — Palmar,8,1,3645,0.000,0.000,0,0,ok
356,5,Anular — Palmar,8,2,3646,0.000,0.000,0,0,ok
357,5,Anular — Palmar,8,3,3647,0.000,0.000,0,0,ok
358,5,Anular — Palmar,8,4,3648,0.000,0.000,0,0,ok
359,5,Anular — Palmar,8,5,3649,0.000,0.000,0,0,ok
360,5,Anular — Palmar,8,6,3650,0.000,0.000,0,0,ok
361,5,Anular — Palmar,8,7,3651,0.000,0.000,0,0,ok
362,5,Anular — Palmar,9,0,3652,0.000,0.000,0,0,ok
363,5,Anular — Palmar,9,1,3653,0.000,0.000,0,0,ok
364,5,Anular — Palmar,9,2,3654,0.000,0.000,0,0,ok
365,5,Anular — Palmar,9,3,3655,0.000,0.000,0,0,ok
366,5,Anular — Palmar,9,4,3656,0.000,0.000,0,0,ok
367,5,Anular — Palmar,9,5,3657,0.000,0.000,0,0,ok
368,5,Anular — Palmar,9,6,3658,0.000,0.000,0,0,ok
369,5,Anular — Palmar,9,7,3659,0.000,0.000,0,0,ok
370,6,Medio — Punta,0,0,3740,0.000,0.000,0,0,unknown
371,6,Medio — Punta,0,1,3741,0.000,0.000,0,0,unknown
