t_s,force4,force3,force2,pos,cur
32.809,455,279,423,612,0
32.811,455,279,423,612,0
32.813,455,279,423,612,0
32.815,455,279,423,612,0
32.826,455,279,423,612,0
32.828,455,279,423,612,0
32.831,455,279,423,612,0
32.838,455,279,423,612,0
32.839,455,279,423,612,0
32.842,455,279,423,612,0
32.843,455,278,423,612,0
32.845,455,278,423,612,0
32.857,455,278,423,612,0
32.859,455,278,423,612,0
32.861,455,278,423,612,0
32.868,455,278,423,612,0
32.871,455,278,423,612,0
32.874,455,279,423,612,0
32.875,455,279,423,612,0
32.877,455,279,423,612,0
32.889,455,279,423,612,0
32.891,455,279,423,612,0
32.898,455,279,423,612,0
32.900,455,279,423,612,0
32.902,455,279,423,612,0
32.904,455,279,423,612,0
32.906,455,279,423,612,0
32.908,455,279,423,612,0
32.919,455,279,423,612,0
32.921,455,279,423,612,0
32.923,455,279,423,612,0
32.931,455,279,423,612,0
32.933,455,279,423,612,0
32.934,455,279,423,612,0
32.936,455,279,423,612,0
32.938,455,279,423,612,0
32.949,455,279,423,612,0
32.951,455,279,423,612,0
32.953,455,279,423,612,0
32.960,455,279,423,612,0
32.962,455,279,423,612,0
32.964,455,279,423,612,0
32.966,455,279,423,612,0
32.969,455,279,423,612,0
32.981,455,279,423,612,0
32.984,455,279,423,612,0
32.992,455,279,423,612,0
32.994,455,279,423,612,0
32.996,455,279,423,612,0
32.997,455,279,423,612,0
33.000,455,279,423,612,0
33.011,455,279,423,612,0
33.013,455,279,423,612,0
33.015,455,279,423,612,0
33.022,455,279,423,612,0
33.025,455,279,423,612,0
33.027,455,279,423,612,0
33.029,455,279,423,612,0
33.031,455,279,423,612,0
33.042,455,279,423,612,0
33.044,455,279,423,612,0
33.047,455,279,423,612,0
33.054,455,279,423,612,0
33.056,455,279,423,612,0
33.058,455,279,423,612,0
33.060,455,279,423,612,0
33.062,455,279,423,612,0
33.074,455,279,423,612,0
33.076,455,279,423,612,0
33.078,455,279,423,612,0
33.085,455,279,423,612,0
33.087,455,278,423,612,0
33.090,455,278,423,612,0
33.092,455,278,423,612,0
33.104,455,278,423,612,0
33.106,455,278,423,612,0
33.108,455,278,423,612,0
33.115,455,279,423,612,0
33.118,455,279,423,612,0
33.120,455,279,423,612,0
33.123,455,279,423,612,0
33.125,455,279,423,612,0
33.137,455,279,423,612,0
33.139,455,279,423,612,0
33.147,455,279,423,612,0
33.150,455,279,423,612,0
33.152,455,279,423,612,0
33.154,455,279,423,612,0
33.166,455,279,423,612,0
33.168,455,279,423,612,0
33.171,455,279,423,612,0
33.179,455,279,423,612,0
33.181,455,279,423,612,0
33.183,455,279,423,612,0
33.186,455,279,423,612,0
33.197,455,279,423,612,0
33.199,455,279,423,612,0
33.201,455,279,423,612,0
33.208,455,279,423,612,0
33.210,455,279,423,612,0
33.211,455,279,423,612,0
33.213,455,279,423,612,0
33.215,455,279,423,612,0
33.217,455,279,423,612,0
33.228,455,279,423,612,0
33.230,455,279,423,612,0
33.232,455,279,423,612,0
33.239,455,279,423,612,0
33.242,455,279,423,612,0
33.244,455,279,423,612,0
33.246,455,279,423,612,0
33.247,455,279,423,612,0
33.249,455,279,423,612,0
33.260,455,279,423,612,0
33.262,455,279,423,612,0
33.270,455,279,423,612,0
33.272,455,279,423,612,0
33.274,455,279,423,612,0
33.277,455,279,423,612,0
33.279,455,279,423,612,0
33.290,455,279,423,612,0
33.292,455,279,423,612,0
33.294,455,279,423,612,0
33.301,455,279,423,612,0
33.304,455,279,423,612,0
33.307,455,279,423,612,0
33.309,455,279,423,612,0
33.311,455,279,423,612,0
33.322,455,279,423,612,0
33.324,455,279,423,612,0
33.326,455,278,423,612,0
33.333,455,278,423,612,0
33.335,455,278,423,612,0
33.338,455,278,423,612,0
33.341,455,278,423,612,0
33.352,455,278,423,612,0
33.354,455,279,423,612,0
33.356,455,279,423,612,0
33.364,455,279,423,612,0
33.366,455,279,423,612,0
33.368,455,279,423,612,0
33.370,455,279,423,612,0
33.372,455,279,423,612,0
33.383,455,279,423,612,0
33.385,455,279,423,612,0
33.387,455,279,423,612,0
33.394,455,279,423,612,0
33.397,455,279,423,612,0
33.399,455,279,423,612,0
33.401,455,279,423,612,0
33.405,455,279,423,612,0
33.416,455,279,423,612,0
33.417,455,279,423,612,0
33.425,455,279,423,612,0
33.427,455,279,423,612,0
33.430,455,279,423,612,0
33.433,455,279,423,612,0
33.445,455,279,423,612,0
33.448,455,279,423,612,0
33.456,455,279,423,612,0
33.458,455,279,423,612,0
33.460,455,279,423,612,0
33.463,455,279,423,612,0
33.464,455,279,423,612,0
33.466,455,279,423,612,0
33.477,455,279,423,612,0
33.479,455,279,423,612,0
33.481,455,279,423,612,0
33.489,455,279,423,612,0
33.492,455,279,423,612,0
33.493,455,279,423,612,0
33.496,455,279,423,612,0
33.507,455,279,424,612,0
33.509,455,279,424,612,0
33.511,455,279,424,612,0
33.518,455,279,424,612,0
33.520,455,279,424,612,0
33.522,455,279,424,612,0
33.524,455,279,424,612,0
33.526,455,279,424,612,0
33.528,455,279,423,612,0
33.539,455,279,423,612,0
33.541,455,279,423,612,0
33.549,455,279,423,612,0
33.551,455,279,423,612,0
33.553,455,279,423,612,0
33.555,455,279,423,612,0
33.557,455,279,423,612,0
33.558,455,279,423,612,0
33.569,455,279,423,612,0
33.571,456,279,423,612,0
33.573,456,279,423,612,0
33.580,456,279,423,612,0
33.582,456,279,423,612,0
33.584,456,279,423,612,0
33.586,456,279,423,612,0
33.587,456,279,423,612,0
33.589,456,279,423,612,0
33.600,455,279,423,612,0
33.602,455,279,423,612,0
33.604,455,279,423,612,0
33.611,455,279,423,612,0
33.613,455,279,423,612,0
33.615,455,279,423,612,0
33.617,455,279,423,612,0
33.619,455,279,423,612,0
33.621,455,278,423,612,0
33.633,455,278,423,612,0
33.635,455,278,423,612,0
33.643,455,278,423,612,0
33.646,455,278,423,612,0
33.648,455,278,423,612,0
33.650,455,279,423,612,0
33.652,456,279,423,612,0
33.663,456,279,423,612,0
33.666,456,279,423,612,0
33.673,456,279,423,612,0
33.676,456,279,423,612,0
33.678,456,279,423,612,0
33.680,456,279,423,612,0
33.682,455,278,423,612,0
33.693,455,278,423,612,0
33.695,455,278,423,612,0
33.697,455,278,423,612,0
33.704,455,278,423,612,0
33.706,455,278,423,612,0
33.707,455,278,423,612,0
33.709,455,278,423,612,0
33.711,455,278,423,612,0
33.713,455,278,423,612,0
33.725,455,278,423,612,0
33.727,455,278,423,612,0
33.729,455,278,423,612,0
33.736,455,278,423,612,0
33.739,455,278,424,612,0
33.741,455,279,424,612,0
33.743,456,279,424,612,0
33.745,456,279,424,612,0
33.757,456,279,424,612,0
33.759,456,279,424,612,0
33.767,456,279,424,612,0
33.770,456,279,423,612,0
33.772,455,279,423,612,0
33.774,455,279,423,612,0
33.786,455,279,423,612,0
33.788,455,279,423,612,0
33.790,455,279,423,612,0
33.797,455,279,423,612,0
33.799,455,279,423,612,0
33.801,455,279,423,612,0
33.802,455,279,423,612,0
33.805,455,279,423,612,0
33.807,455,279,423,612,0
33.818,455,279,423,612,0
33.820,455,279,423,612,0
33.822,455,279,423,612,0
33.830,455,279,423,612,0
33.833,455,279,423,612,0
33.836,455,279,423,612,0
33.848,455,279,423,612,0
33.851,455,279,423,612,0
33.853,455,279,423,612,0
33.860,455,279,423,612,0
33.862,455,279,423,612,0
33.864,455,279,423,612,0
33.866,455,279,423,612,0
33.868,455,279,423,612,0
33.879,455,279,423,612,0
33.880,455,279,423,612,0
33.883,455,279,423,612,0
33.890,455,279,423,612,0
33.892,455,279,423,612,0
33.894,455,279,423,612,0
33.897,455,279,423,612,0
33.899,455,279,423,612,0
33.910,455,279,423,612,0
33.912,455,279,423,612,0
33.914,455,279,423,612,0
33.921,455,279,423,612,0
33.923,455,279,423,612,0
33.925,455,279,423,612,0
33.927,455,279,423,612,0
33.930,455,279,423,612,0
33.942,455,279,423,612,0
33.944,455,279,423,612,0
33.946,455,279,423,612,0
33.953,455,279,423,612,0
33.957,455,279,423,612,0
33.960,455,279,423,612,0
33.962,455,279,423,612,0
33.973,455,279,423,612,0
33.975,455,279,423,612,0
33.983,455,279,423,612,0
33.985,455,279,423,612,0
33.986,455,279,423,612,0
33.989,455,279,423,612,0
33.991,455,279,423,612,0
34.003,455,279,423,612,0
34.005,455,279,423,612,0
34.007,455,279,424,612,0
34.015,455,279,424,612,0
34.017,455,279,424,612,0
34.019,455,279,424,612,0
34.022,455,279,424,612,0
34.024,455,279,424,612,0
34.035,455,279,424,612,0
34.038,455,279,423,612,0
34.046,455,279,423,612,0
34.048,455,279,423,612,0
34.050,455,279,423,612,0
34.052,455,279,423,612,0
34.055,455,279,423,612,0
34.067,455,279,423,612,0
34.068,455,279,423,612,0
34.076,455,279,423,612,0
34.078,455,279,423,612,0
34.080,455,279,423,612,0
34.082,455,279,423,612,0
34.085,455,279,423,612,0
34.097,455,279,423,612,0
34.098,455,279,423,612,0
34.101,455,279,423,612,0
34.108,455,279,423,612,0
34.110,455,279,423,612,0
34.112,455,279,423,612,0
34.114,455,279,423,612,0
34.116,455,279,423,612,0
34.127,455,279,423,612,0
34.129,455,279,423,612,0
34.131,455,279,424,612,0
34.138,455,279,424,612,0
34.141,455,279,424,612,0
34.144,455,279,424,612,0
34.146,455,279,424,612,0
34.148,455,279,424,612,0
34.159,455,279,424,612,0
34.161,455,279,424,612,0
34.169,455,279,424,612,0
34.171,455,279,424,612,0
34.173,455,279,424,612,0
34.175,455,279,424,612,0
34.177,455,279,424,612,0
34.178,455,279,424,612,0
34.190,455,279,423,612,0
34.192,455,279,423,612,0
34.193,455,279,423,612,0
34.201,455,279,423,612,0
34.203,455,279,423,612,0
34.205,455,279,423,612,0
34.207,455,279,423,612,0
34.209,455,279,423,612,0
34.220,455,279,423,612,0
34.222,455,279,423,612,0
34.224,455,279,423,612,0
34.231,455,279,423,612,0
34.234,455,279,423,612,0
34.237,455,279,423,612,0
34.240,455,279,423,612,0
34.251,455,279,423,612,0
34.253,455,279,423,612,0
34.255,455,279,423,612,0
34.262,455,279,423,612,0
34.265,455,279,423,612,0
34.267,455,279,423,612,0
34.270,455,279,423,612,0
34.282,455,279,423,612,0
34.284,455,279,423,612,0
34.287,455,279,423,612,0
34.294,455,279,423,612,0
34.297,455,279,423,612,0
34.298,455,279,423,612,0
34.301,455,279,423,612,0
34.302,455,279,423,612,0
34.313,455,279,423,612,0
34.315,455,279,423,612,0
34.317,455,279,423,612,0
34.324,455,279,423,612,0
34.327,455,279,423,612,0
34.330,455,279,423,612,0
34.332,455,279,423,612,0
34.334,455,279,423,612,0
34.345,455,279,423,612,0
34.347,455,279,423,612,0
34.348,455,279,423,612,0
34.356,455,279,423,612,0
34.358,455,279,423,612,0
34.361,455,279,423,612,0
34.362,455,279,424,612,0
34.364,455,279,424,612,0
34.375,455,279,424,612,0
34.377,455,279,424,612,0
34.380,455,279,424,612,0
34.387,455,279,424,612,0
34.389,455,279,424,612,0
34.392,455,279,424,612,0
34.394,455,279,423,612,0
34.396,455,279,423,612,0
34.407,455,279,423,612,0
34.409,455,279,423,612,0
34.417,455,279,423,612,0
34.420,455,279,423,612,0
34.422,455,279,423,612,0
34.424,455,279,423,612,0
34.427,455,279,423,612,0
34.439,455,279,423,612,0
34.441,455,279,423,612,0
34.448,455,279,423,612,0
34.450,455,279,423,612,0
34.452,455,279,423,612,0
34.454,455,279,423,612,0
34.456,455,279,423,612,0
34.458,455,279,423,612,0
34.469,455,279,423,612,0
34.471,455,279,423,612,0
34.473,455,279,423,612,0
34.481,455,279,423,612,0
34.483,455,279,423,612,0
34.485,455,279,424,612,0
34.487,455,279,424,612,0
34.489,455,279,424,612,0
34.500,455,279,424,612,0
34.502,455,279,424,612,0
34.504,455,279,424,612,0
34.511,455,279,424,612,0
34.513,455,279,423,612,0
34.516,455,279,423,612,0
34.518,455,279,423,612,0
34.519,455,279,423,612,0
34.531,455,279,423,612,0
34.534,455,279,423,612,0
34.541,455,279,423,612,0
34.543,455,279,423,612,0
34.546,455,279,423,612,0
34.548,455,279,423,612,0
34.550,455,279,423,612,0
34.562,455,279,423,612,0
34.564,455,279,423,612,0
34.572,455,279,423,612,0
34.575,455,279,423,612,0
34.576,455,279,423,612,0
34.579,455,279,423,612,0
34.581,455,279,423,612,0
34.593,455,279,423,612,0
34.595,455,279,423,612,0
34.597,455,279,423,612,0
34.605,455,279,423,612,0
34.606,455,279,423,612,0
34.608,455,279,423,612,0
34.611,455,279,423,612,0
34.623,455,279,423,612,0
34.625,455,279,423,612,0
34.627,455,279,423,612,0
34.634,455,279,423,612,0
34.636,455,279,423,612,0
34.638,455,279,423,612,0
34.641,455,279,423,612,0
34.642,455,279,423,612,0
34.654,455,279,423,612,0
34.657,455,279,423,612,0
34.659,455,279,423,612,0
34.667,455,279,423,612,0
34.669,455,279,423,612,0
34.671,455,279,423,612,0
34.674,455,279,423,612,0
34.686,455,279,423,612,0
34.689,455,279,423,612,0
34.696,455,279,423,612,0
34.698,455,279,423,612,0
34.700,455,279,423,612,0
34.702,455,279,423,612,0
34.704,455,279,423,612,0
34.706,455,279,423,612,0
34.718,455,279,423,612,0
34.720,455,279,423,612,0
34.727,455,279,423,612,0
34.729,455,279,423,612,0
34.732,455,279,423,612,0
34.734,455,279,423,612,0
34.736,455,279,423,612,0
34.748,455,279,423,612,0
34.750,455,279,423,612,0
34.752,455,279,423,612,0
34.759,455,279,423,612,0
34.761,455,279,423,612,0
34.763,455,279,423,612,0
34.765,455,279,423,612,0
34.767,455,279,423,612,0
34.778,455,279,423,612,0
34.781,455,279,423,612,0
34.789,455,279,423,612,0
34.791,455,279,423,612,0
34.793,455,279,423,612,0
34.795,455,279,423,612,0
34.797,455,279,423,612,0
34.800,455,279,423,612,0
34.810,455,279,423,612,0
34.812,455,279,423,612,0
34.814,455,279,423,612,0
34.821,455,279,424,612,0
34.823,455,279,424,612,0
34.825,455,279,424,612,0
34.827,455,279,424,612,0
34.829,455,279,424,612,0
34.841,455,279,424,612,0
34.842,455,279,424,612,0
34.845,455,279,423,612,0
34.853,455,279,423,612,0
34.856,455,279,423,612,0
34.858,455,279,423,612,0
34.860,455,279,423,612,0
34.872,455,279,423,612,0
34.874,455,279,423,612,0
34.875,455,279,423,612,0
34.883,455,279,423,612,0
34.885,455,279,423,612,0
34.887,455,279,423,612,0
34.889,455,279,423,612,0
34.891,455,279,423,612,0
34.902,455,279,423,612,0
34.904,455,279,423,612,0
34.906,455,279,423,612,0
34.914,455,279,423,612,0
34.917,455,279,423,612,0
34.920,455,279,423,612,0
34.921,455,279,423,612,0
34.933,455,279,423,612,0
34.935,455,279,423,612,0
34.937,455,279,423,612,0
34.945,455,279,423,612,0
34.947,455,279,423,612,0
34.949,455,279,423,612,0
34.950,455,279,423,612,0
34.952,455,279,423,612,0
34.964,455,279,423,612,0
34.966,455,279,423,612,0
34.968,455,279,423,612,0
34.975,455,279,423,612,0
34.977,455,279,423,612,0
34.979,455,279,423,612,0
34.981,455,279,423,612,0
34.983,455,279,423,612,0
34.985,455,279,423,612,0
34.996,455,279,423,612,0
34.998,455,279,423,612,0
34.999,455,279,423,612,0
35.007,455,279,423,612,0
35.009,455,279,423,612,0
35.012,455,279,423,612,0
35.014,455,279,423,612,0
35.016,455,279,423,612,0
35.028,455,279,423,612,0
35.030,455,279,423,612,0
35.038,455,279,423,612,0
35.041,455,279,423,612,0
35.043,455,279,423,612,0
35.045,455,279,423,612,0
35.057,455,279,423,612,0
35.059,455,279,423,612,0
35.061,455,279,423,612,0
35.069,455,279,423,612,0
35.070,455,279,423,612,0
35.072,455,279,423,612,0
35.075,455,279,423,612,0
35.078,455,279,423,612,0
35.090,455,279,423,612,0
35.092,455,279,423,612,0
35.100,455,279,423,612,0
35.102,455,279,423,612,0
35.104,455,279,423,612,0
35.107,455,279,423,612,0
35.119,455,279,423,612,0
35.122,455,279,423,612,0
35.125,455,279,423,612,0
35.133,455,279,423,612,0
35.136,455,279,423,612,0
35.138,455,279,423,612,0
35.150,455,279,423,612,0
35.153,455,279,423,612,0
35.161,455,279,423,612,0
35.163,455,279,423,612,0
35.165,455,279,423,612,0
35.168,455,279,423,612,0
35.171,455,279,423,612,0
35.182,455,279,424,612,0
35.185,455,279,424,612,0
35.192,455,279,424,612,0
35.194,455,279,424,612,0
35.197,455,279,424,612,0
35.198,455,279,424,612,0
35.201,455,279,424,612,0
35.212,455,279,423,612,0
35.215,455,279,423,612,0
35.223,455,279,423,612,0
35.226,455,279,423,612,0
35.228,455,279,423,612,0
35.231,455,279,423,612,0
35.233,455,279,423,612,0
35.244,455,279,423,612,0
35.246,455,279,423,612,0
35.248,455,279,423,612,0
35.256,455,279,423,612,0
35.259,455,279,423,612,0
35.261,455,279,423,612,0
35.263,455,279,424,612,0
35.274,455,279,424,612,0
35.277,455,279,424,612,0
35.285,455,279,424,612,0
35.287,455,279,424,612,0
35.290,455,279,424,612,0
35.292,455,279,423,612,0
35.294,455,278,423,612,0
35.306,455,278,423,612,0
35.308,455,278,423,612,0
35.316,455,278,423,612,0
35.319,455,278,423,612,0
35.321,455,278,423,612,0
35.324,455,278,424,612,0
35.326,455,279,424,612,0
35.338,455,279,424,612,0
35.340,455,279,424,612,0
35.348,455,279,424,612,0
35.350,455,279,424,612,0
35.351,455,279,424,612,0
35.354,455,279,423,612,0
35.356,455,279,423,612,0
35.367,455,279,423,612,0
35.370,455,279,423,612,0
35.372,455,279,423,612,0
35.379,455,279,423,612,0
35.382,455,279,423,612,0
35.384,455,279,423,612,0
35.385,455,279,424,612,0
35.387,455,279,424,612,0
35.399,455,279,424,612,0
35.401,455,279,424,612,0
35.409,455,279,424,612,0
35.411,455,279,424,612,0
35.413,455,279,424,612,0
35.415,455,279,424,612,0
35.417,455,278,424,612,0
35.429,455,278,424,612,0
35.432,455,278,424,612,0
35.434,455,278,424,612,0
35.442,455,278,424,612,0
35.444,455,278,424,612,0
35.446,455,278,424,612,0
35.449,455,278,424,612,0
35.461,455,278,424,612,0
35.463,455,278,424,612,0
35.464,455,278,424,612,0
35.471,455,278,424,612,0
35.473,455,278,424,612,0
35.475,455,278,424,612,0
35.477,455,279,424,612,0
35.479,455,279,424,612,0
35.480,455,279,424,612,0
35.492,455,279,424,612,0
35.494,455,279,424,612,0
35.496,455,279,424,612,0
35.504,455,279,424,612,0
35.507,455,279,424,612,0
35.509,456,279,424,612,0
35.512,456,279,424,612,0
35.523,456,279,424,612,0
35.526,456,279,424,612,0
35.534,456,279,424,612,0
35.537,456,279,424,612,0
35.539,456,279,424,612,0
35.542,455,279,424,612,0
35.554,455,279,424,612,0
35.557,455,279,424,612,0
35.564,455,279,424,612,0
35.566,455,279,423,612,0
35.568,455,279,423,612,0
35.570,455,279,423,612,0
35.572,455,279,423,612,0
35.574,455,279,423,612,0
35.585,455,279,423,612,0
35.588,455,279,423,612,0
35.596,455,279,423,612,0
35.598,455,279,423,612,0
35.600,455,279,423,612,0
35.603,455,279,423,612,0
35.605,455,279,423,612,0
35.617,455,279,423,612,0
35.619,455,279,423,612,0
35.626,455,279,423,612,0
35.629,455,279,423,612,0
35.632,455,279,423,612,0
35.634,455,279,423,612,0
35.636,455,279,423,612,0
35.648,455,279,423,612,0
35.650,455,279,423,612,0
35.658,455,279,423,612,0
35.660,455,279,423,612,0
35.663,455,279,423,612,0
35.666,455,279,423,612,0
35.677,455,279,423,612,0
35.679,455,279,423,612,0
35.681,455,279,423,612,0
35.689,455,279,423,612,0
35.691,455,279,424,612,0
35.693,455,279,424,612,0
35.696,455,279,424,612,0
35.698,455,279,424,612,0
35.709,455,279,424,612,0
35.712,455,279,424,612,0
35.719,455,279,424,612,0
35.722,455,279,423,612,0
35.724,455,279,423,612,0
35.726,455,279,423,612,0
35.729,455,279,423,612,0
35.740,455,279,423,612,0
35.742,455,279,423,612,0
35.750,455,279,423,612,0
35.752,455,279,423,612,0
35.753,455,279,423,612,0
35.756,455,279,423,612,0
35.758,455,279,423,612,0
35.760,455,279,423,612,0
35.772,455,279,423,612,0
35.774,455,279,423,612,0
35.782,455,278,424,612,0
35.785,455,278,424,612,0
35.787,455,278,424,612,0
35.790,455,278,424,612,0
35.801,455,278,424,612,0
35.803,455,278,424,612,0
35.805,455,278,424,612,0
35.812,455,278,423,612,0
35.814,455,278,423,612,0
35.817,455,278,423,612,0
35.820,455,278,423,612,0
35.822,455,278,423,612,0
35.834,455,278,423,612,0
35.836,455,278,423,612,0
35.843,455,279,423,612,0
35.846,455,279,423,612,0
35.848,455,279,423,612,0
35.850,455,279,423,612,0
35.852,455,279,423,612,0
35.863,455,279,423,612,0
35.866,455,279,423,612,0
35.867,455,279,423,612,0
35.875,455,279,423,612,0
35.878,455,279,423,612,0
35.879,455,279,423,612,0
35.881,455,279,423,612,0
35.883,455,279,423,612,0
35.894,455,279,423,612,0
35.897,455,279,423,612,0
35.899,455,279,423,612,0
35.906,455,279,423,612,0
35.908,455,279,423,612,0
35.910,455,279,423,612,0
35.912,455,279,423,612,0
35.914,455,279,423,612,0
35.925,455,279,423,612,0
35.927,455,279,423,612,0
35.929,455,279,423,612,0
35.937,455,279,423,612,0
35.939,455,279,423,612,0
35.941,455,279,423,612,0
35.943,455,279,423,612,0
35.945,455,279,423,612,0
35.956,455,279,423,612,0
35.958,455,279,424,612,0
35.960,455,279,424,612,0
35.967,455,279,424,612,0
35.969,455,279,424,612,0
35.971,455,279,424,612,0
35.973,455,279,424,612,0
35.975,455,279,424,612,0
35.977,455,279,424,612,0
35.988,455,279,424,612,0
35.991,455,279,423,612,0
35.998,455,279,423,612,0
36.000,455,279,423,612,0
36.002,455,279,423,612,0
36.004,455,279,423,612,0
36.006,455,279,423,612,0
36.008,455,279,423,612,0
36.019,455,279,423,612,0
36.022,455,279,423,612,0
36.029,455,279,423,612,0
36.032,455,279,423,612,0
36.034,455,279,423,612,0
36.036,455,279,423,612,0
36.039,455,279,423,612,0
36.050,455,279,423,612,0
36.052,455,279,423,612,0
36.054,456,279,423,612,0
36.062,456,279,423,612,0
36.064,456,279,423,612,0
36.066,456,279,423,612,0
36.068,456,279,423,612,0
36.070,456,279,423,612,0
36.081,456,279,423,612,0
36.083,455,279,423,612,0
36.085,455,279,423,612,0
36.092,455,279,423,612,0
36.094,455,279,423,612,0
36.096,455,279,423,612,0
36.098,455,279,423,612,0
36.101,455,279,423,612,0
36.112,455,279,423,612,0
36.115,455,279,423,612,0
36.122,455,279,423,612,0
36.125,455,279,423,612,0
36.127,455,279,423,612,0
36.129,455,279,423,612,0
36.131,455,279,423,612,0
36.143,455,279,423,612,0
36.146,455,279,423,612,0
36.153,455,279,423,612,0
36.155,455,279,423,612,0
36.157,455,279,423,612,0
36.159,455,279,423,612,0
36.161,455,279,423,612,0
36.173,455,279,423,612,0
36.175,455,279,423,612,0
36.177,455,279,423,612,0
36.184,455,279,423,612,0
36.186,455,279,423,612,0
36.188,455,279,423,612,0
36.191,455,279,423,612,0
36.192,455,279,423,612,0
36.194,455,279,423,612,0
36.205,455,279,423,612,0
36.207,455,279,423,612,0
36.215,455,279,423,612,0
36.217,455,279,423,612,0
36.219,455,279,423,612,0
36.222,455,279,423,612,0
36.223,455,279,423,612,0
36.235,455,279,423,612,0
36.238,455,279,423,612,0
36.240,455,279,423,612,0
36.248,455,279,423,612,0
36.249,455,279,423,612,0
36.252,455,279,423,612,0
36.253,455,279,423,612,0
36.256,455,279,423,612,0
36.268,455,279,423,612,0
36.271,455,279,423,612,0
36.278,455,279,423,612,0
36.280,455,279,423,612,0
36.282,455,279,423,612,0
36.284,455,279,423,612,0
36.286,455,279,423,612,0
36.298,455,279,423,612,0
36.300,455,279,423,612,0
36.302,455,279,423,612,0
36.310,455,279,423,612,0
36.311,455,279,423,612,0
36.313,455,279,423,612,0
36.315,455,279,423,612,0
36.318,455,279,423,612,0
36.330,455,279,423,612,0
36.332,455,279,423,612,0
36.339,455,279,423,612,0
36.342,455,279,423,612,0
36.344,455,279,423,612,0
36.345,455,279,423,612,0
36.348,455,279,423,612,0
36.359,455,279,423,612,0
36.361,455,279,423,612,0
36.363,455,279,423,612,0
36.370,455,279,423,612,0
36.372,455,279,423,612,0
36.374,455,279,423,612,0
36.377,455,279,423,612,0
36.379,455,279,423,612,0
36.391,455,279,423,612,0
36.393,455,279,423,612,0
36.395,455,279,423,612,0
36.402,455,279,423,612,0
36.405,455,279,423,612,0
36.407,455,279,423,612,0
36.409,455,279,423,612,0
36.421,455,279,423,612,0
36.424,455,279,423,612,0
36.426,455,279,423,612,0
36.434,455,279,423,612,0
36.437,455,279,423,612,0
36.439,455,279,423,612,0
36.441,455,279,423,612,0
36.453,455,279,423,612,0
36.455,455,279,423,612,0
36.457,455,279,423,612,0
36.465,455,279,423,612,0
36.467,455,279,423,612,0
36.469,455,279,423,612,0
36.471,455,279,423,612,0
36.483,455,279,423,612,0
36.485,455,279,423,612,0
36.488,455,279,423,612,0
36.495,455,279,423,612,0
36.497,455,279,423,612,0
36.500,455,279,423,612,0
36.503,455,279,423,612,0
36.514,455,279,423,612,0
36.517,455,279,423,612,0
36.525,455,279,423,612,0
36.529,455,279,423,612,0
36.531,455,279,423,612,0
36.533,455,279,423,612,0
36.535,455,279,423,612,0
36.546,455,279,423,612,0
36.549,455,279,423,612,0
36.556,455,279,423,612,0
36.558,455,279,423,612,0
36.561,455,279,423,612,0
36.564,455,279,423,612,0
36.567,455,279,423,612,0
36.578,455,279,423,612,0
36.580,455,279,423,612,0
36.587,455,279,423,612,0
36.589,455,279,423,612,0
36.591,455,279,423,612,0
36.593,455,279,423,612,0
36.595,455,279,423,612,0
36.597,455,279,423,612,0
36.608,455,279,423,612,0
36.610,455,279,423,612,0
36.612,455,279,423,612,0
36.619,455,279,423,612,0
36.621,455,279,424,612,0
36.623,455,279,424,612,0
36.625,455,279,424,612,0
36.627,455,279,424,612,0
36.638,455,279,424,612,0
36.640,455,279,424,612,0
36.642,455,279,424,612,0
36.650,455,279,424,612,0
36.651,455,279,423,612,0
36.653,456,279,423,612,0
36.655,456,279,423,612,0
36.657,456,279,423,612,0
36.659,456,279,423,612,0
36.670,456,279,423,612,0
36.672,456,279,423,612,0
36.680,456,279,423,612,0
36.682,456,279,423,612,0
36.683,456,279,423,612,0
36.685,455,279,423,612,0
36.687,455,279,423,612,0
36.690,455,279,423,612,0
36.701,455,279,423,612,0
36.704,455,279,423,612,0
36.712,455,279,423,612,0
36.714,455,279,423,612,0
36.716,455,279,423,612,0
36.718,455,279,423,612,0
36.720,455,279,423,612,0
36.732,455,279,423,612,0
36.734,455,279,423,612,0
36.736,455,279,423,612,0
36.744,455,279,423,612,0
36.746,455,279,423,612,0
36.748,455,279,423,612,0
36.750,455,279,423,612,0
36.751,455,279,423,612,0
36.762,455,279,423,612,0
36.765,455,279,423,612,0
36.766,455,279,423,612,0
36.774,455,279,423,612,0
36.776,455,279,423,612,0
36.778,455,279,423,612,0
36.780,455,279,423,612,0
36.782,455,279,423,612,0
36.793,455,279,423,612,0
36.795,455,279,423,612,0
36.797,455,279,423,612,0
36.805,455,279,423,612,0
36.807,455,279,423,612,0
36.809,455,279,423,612,0
36.810,455,279,423,612,0
36.812,455,279,423,612,0
36.814,455,279,423,612,0
36.826,455,279,423,612,0
36.828,455,279,423,612,0
36.836,455,279,423,612,0
36.838,455,279,423,612,0
36.841,455,279,423,612,0
36.842,455,279,423,612,0
36.845,455,279,423,612,0
36.856,455,279,423,612,0
36.858,455,279,424,612,0
36.860,455,279,424,612,0
36.868,455,279,424,612,0
36.871,455,279,424,612,0
36.874,455,279,424,612,0
36.875,455,279,424,612,0
36.886,455,279,424,612,0
36.889,455,279,423,612,0
36.897,455,279,423,612,0
36.900,455,279,423,612,0
