t_s,force4,force3,force2,pos,cur
18.459,455,279,424,612,0
18.462,455,279,423,612,0
18.473,455,280,423,612,0
18.475,455,280,423,612,0
18.483,455,280,423,612,0
18.485,455,280,423,612,0
18.488,455,280,423,612,0
18.489,455,280,423,612,0
18.492,455,280,423,612,0
18.503,455,280,424,612,0
18.505,455,280,424,612,0
18.507,455,280,424,612,0
18.514,455,280,424,612,0
18.516,455,280,424,612,0
18.518,455,280,424,612,0
18.520,455,280,424,612,0
18.522,455,280,423,612,0
18.524,455,280,423,612,0
18.536,455,280,423,612,0
18.538,455,280,423,612,0
18.545,455,280,423,612,0
18.547,455,280,423,612,0
18.549,455,280,423,612,0
18.551,455,280,423,612,0
18.553,455,280,423,612,0
18.555,455,279,423,612,0
18.567,455,279,423,612,0
18.569,455,279,423,612,0
18.576,455,279,423,612,0
18.579,455,279,423,612,0
18.581,455,279,423,612,0
18.583,455,279,423,612,0
18.585,455,279,423,612,0
18.596,455,279,423,612,0
18.598,455,279,423,612,0
18.600,455,279,423,612,0
18.607,455,279,423,612,0
18.609,455,279,423,612,0
18.611,455,279,423,612,0
18.613,455,279,423,612,0
18.616,455,279,423,612,0
18.627,455,279,423,612,0
18.630,455,279,423,612,0
18.632,455,279,423,612,0
18.639,455,279,423,612,0
18.640,455,279,423,612,0
18.642,455,279,424,612,0
18.645,455,280,424,612,0
18.648,455,280,424,612,0
18.659,455,280,424,612,0
18.661,455,280,424,612,0
18.664,455,280,424,612,0
18.671,455,280,424,612,0
18.673,455,280,424,612,0
18.675,455,280,424,612,0
18.678,455,280,424,612,0
18.689,455,280,424,612,0
18.692,455,280,424,612,0
18.695,455,280,424,612,0
18.702,455,280,424,612,0
18.705,455,280,423,612,0
18.707,455,280,423,612,0
18.709,455,280,423,612,0
18.720,455,280,423,612,0
18.723,455,280,423,612,0
18.731,455,280,423,612,0
18.733,455,280,423,612,0
18.736,455,280,423,612,0
18.739,455,280,423,612,0
18.742,455,280,423,612,0
18.753,455,280,423,612,0
18.756,455,280,423,612,0
18.764,455,280,423,612,0
18.766,455,279,423,612,0
18.769,455,279,423,612,0
18.771,455,279,423,612,0
18.782,455,279,423,612,0
18.785,455,279,423,612,0
18.787,455,279,423,612,0
18.795,455,279,423,612,0
18.798,455,279,423,612,0
18.801,455,279,423,612,0
18.803,455,279,423,612,0
18.814,455,279,423,612,0
18.817,455,279,423,612,0
18.819,455,279,423,612,0
18.826,455,279,423,612,0
18.829,455,279,423,612,0
18.831,455,279,423,612,0
18.833,455,279,423,612,0
18.844,455,279,423,612,0
18.847,455,279,423,612,0
18.850,455,279,423,612,0
18.857,455,279,423,612,0
18.859,455,279,423,612,0
18.861,455,279,423,612,0
18.863,455,279,423,612,0
18.866,455,279,423,612,0
18.877,455,279,423,612,0
18.879,455,279,423,612,0
18.886,455,279,423,612,0
18.888,456,279,423,612,0
18.890,456,279,423,612,0
18.892,456,279,423,612,0
18.894,456,279,423,612,0
18.895,456,279,423,612,0
18.907,456,279,423,612,0
18.910,456,279,422,612,0
18.917,456,279,422,612,0
18.920,455,279,422,612,0
18.921,455,279,422,612,0
18.923,455,279,422,612,0
18.926,455,279,422,612,0
18.937,455,279,422,612,0
18.939,455,279,422,612,0
18.942,455,279,422,612,0
18.949,455,279,422,612,0
18.952,455,279,422,612,0
18.954,455,279,422,612,0
18.956,455,279,422,612,0
18.958,455,279,422,612,0
18.969,455,279,422,612,0
18.971,455,279,422,612,0
18.973,455,279,423,612,0
18.980,455,280,423,612,0
18.982,455,280,423,612,0
18.984,455,280,423,612,0
18.986,455,280,423,612,0
18.988,455,280,423,612,0
18.999,455,280,423,612,0
19.001,455,280,423,612,0
19.003,455,280,423,612,0
19.010,455,279,423,612,0
19.013,455,279,423,612,0
19.015,455,279,423,612,0
19.017,455,279,423,612,0
19.019,455,279,423,612,0
19.031,455,279,423,612,0
19.033,455,279,423,612,0
19.035,455,279,423,612,0
19.043,455,279,423,612,0
19.045,455,279,423,612,0
19.047,455,279,423,612,0
19.048,455,279,423,612,0
19.050,455,279,423,612,0
19.062,455,279,423,612,0
19.065,455,279,423,612,0
19.073,455,279,423,612,0
19.076,455,279,423,612,0
19.079,455,279,423,612,0
19.081,455,279,423,612,0
19.092,455,279,423,612,0
19.094,455,279,423,612,0
19.096,455,279,423,612,0
19.103,455,279,423,612,0
19.106,455,279,423,612,0
19.108,455,279,423,612,0
19.110,455,279,423,612,0
19.111,455,279,423,612,0
19.123,455,279,423,612,0
19.125,455,279,423,612,0
19.128,455,279,423,612,0
19.136,455,279,423,612,0
19.138,455,279,423,612,0
19.139,455,279,423,612,0
19.141,455,279,423,612,0
19.143,455,279,423,612,0
19.154,455,279,423,612,0
19.156,455,279,423,612,0
19.158,455,279,423,612,0
19.165,455,279,423,612,0
19.169,455,279,423,612,0
19.171,455,279,423,612,0
19.173,455,279,423,612,0
19.176,455,279,423,612,0
19.187,455,279,423,612,0
19.189,455,279,423,612,0
19.190,455,279,423,612,0
19.198,455,279,423,612,0
19.201,455,279,423,612,0
19.203,455,279,423,612,0
19.206,455,279,423,612,0
19.217,455,279,423,612,0
19.220,455,279,423,612,0
19.228,455,279,423,612,0
19.230,455,279,423,612,0
19.232,455,279,423,612,0
19.235,455,279,423,612,0
19.237,455,279,423,612,0
19.248,455,279,423,612,0
19.250,455,279,423,612,0
19.252,455,279,423,612,0
19.260,455,279,423,612,0
19.262,455,279,423,612,0
19.264,455,279,423,612,0
19.267,455,279,423,612,0
19.278,455,279,423,612,0
19.280,455,279,423,612,0
19.282,455,279,423,612,0
19.284,455,279,423,612,0
19.291,455,279,423,612,0
19.293,455,279,423,612,0
19.295,455,279,423,612,0
19.298,455,279,423,612,0
19.309,455,279,423,612,0
19.312,455,279,423,612,0
19.314,455,279,423,612,0
19.322,455,279,423,612,0
19.324,455,279,423,612,0
19.327,455,279,423,612,0
19.330,455,279,423,612,0
19.342,455,279,423,612,0
19.344,455,279,423,612,0
19.352,455,279,423,612,0
19.354,455,279,423,612,0
19.356,455,279,423,612,0
19.358,455,279,423,612,0
19.361,455,279,423,612,0
19.372,455,279,423,612,0
19.374,455,279,423,612,0
19.376,455,279,423,612,0
19.384,455,279,423,612,0
19.386,455,279,423,612,0
19.388,455,279,423,612,0
19.391,455,279,423,612,0
19.402,455,279,423,612,0
19.404,455,279,423,612,0
19.406,455,279,423,612,0
19.413,455,279,423,612,0
19.415,455,279,423,612,0
19.418,455,279,423,612,0
19.420,455,279,423,612,0
19.422,455,279,423,612,0
19.424,455,279,423,612,0
19.435,455,279,423,612,0
19.437,455,279,423,612,0
19.446,455,279,423,612,0
19.448,455,279,423,612,0
19.450,455,279,423,612,0
19.451,455,279,423,612,0
19.453,455,279,423,612,0
19.464,455,279,423,612,0
19.467,455,279,423,612,0
19.469,455,279,423,612,0
19.476,455,279,423,612,0
19.478,455,279,423,612,0
19.480,455,279,424,612,0
19.482,455,279,424,612,0
19.484,455,279,424,612,0
19.495,455,279,424,612,0
19.497,455,279,424,612,0
19.499,455,279,424,612,0
19.507,455,279,424,612,0
19.509,455,279,424,612,0
19.512,455,279,424,612,0
19.514,455,279,424,612,0
19.516,455,279,424,612,0
19.528,455,279,424,612,0
19.531,455,279,424,612,0
19.538,455,279,424,612,0
19.541,455,279,424,612,0
19.544,455,279,424,612,0
19.547,455,279,424,612,0
19.559,455,279,424,612,0
19.562,455,279,424,612,0
19.570,455,279,424,612,0
19.572,455,279,424,612,0
19.575,455,279,424,612,0
19.577,455,280,424,612,0
19.588,455,280,424,612,0
19.590,455,280,424,612,0
19.592,455,280,424,612,0
19.600,455,280,424,612,0
19.602,455,280,424,612,0
19.604,455,280,424,612,0
19.605,455,280,423,612,0
19.607,455,280,423,612,0
19.609,455,280,423,612,0
19.620,455,280,423,612,0
19.622,455,280,423,612,0
19.624,455,280,423,612,0
19.632,455,280,423,612,0
19.634,455,280,423,612,0
19.636,455,280,423,612,0
19.638,455,280,423,612,0
19.640,455,280,423,612,0
19.651,455,280,423,612,0
19.653,455,280,423,612,0
19.656,455,280,423,612,0
19.663,455,280,423,612,0
19.665,455,280,423,612,0
19.667,455,280,424,612,0
19.669,455,280,424,612,0
19.681,455,280,424,612,0
19.683,455,280,424,612,0
19.686,455,280,424,612,0
19.693,455,280,424,612,0
19.695,455,280,424,612,0
19.697,455,280,423,612,0
19.699,455,280,423,612,0
19.702,455,280,423,612,0
19.713,455,280,423,612,0
19.715,455,280,423,612,0
19.717,455,280,423,612,0
19.725,455,280,423,612,0
19.727,455,280,424,612,0
19.729,455,279,424,612,0
19.732,455,279,424,612,0
19.743,455,279,424,612,0
19.746,455,279,424,612,0
19.754,455,279,424,612,0
19.757,455,280,423,612,0
19.761,455,280,423,612,0
19.765,455,280,423,612,0
19.776,455,280,423,612,0
19.778,455,280,423,612,0
19.786,455,280,423,612,0
19.788,455,280,423,612,0
19.790,455,280,423,612,0
19.793,455,280,423,612,0
19.795,455,280,423,612,0
19.807,455,280,423,612,0
19.809,455,280,423,612,0
19.816,455,280,423,612,0
19.819,455,280,423,612,0
19.821,455,280,423,612,0
19.823,455,280,423,612,0
19.826,455,280,423,612,0
19.837,455,280,423,612,0
19.839,455,280,423,612,0
19.841,455,280,423,612,0
19.849,455,280,423,612,0
19.851,455,280,423,612,0
19.853,455,280,423,612,0
19.856,455,280,423,612,0
19.868,455,280,423,612,0
19.871,455,280,423,612,0
19.878,455,280,423,612,0
19.881,455,280,423,612,0
19.883,455,280,423,612,0
19.886,455,280,423,612,0
19.888,455,280,423,612,0
19.899,455,280,423,612,0
19.900,455,280,423,612,0
19.902,455,280,423,612,0
19.909,455,280,423,612,0
19.911,455,280,424,612,0
19.914,455,280,424,612,0
19.916,455,280,424,612,0
19.918,455,280,424,612,0
19.929,455,280,424,612,0
19.932,455,280,424,612,0
19.940,455,280,424,612,0
19.943,455,279,424,612,0
19.946,455,279,424,612,0
19.948,455,279,424,612,0
19.960,455,279,424,612,0
19.963,455,279,424,612,0
19.966,455,279,423,612,0
19.974,455,279,423,612,0
19.976,455,279,423,612,0
19.979,455,279,423,612,0
19.991,455,279,423,612,0
19.994,455,279,423,612,0
19.996,455,279,423,612,0
20.004,455,279,423,612,0
20.006,455,279,423,612,0
20.009,455,279,423,612,0
20.011,455,279,423,612,0
20.023,455,279,423,612,0
20.026,455,279,424,612,0
20.033,455,279,424,612,0
20.035,455,279,424,612,0
20.037,455,279,424,612,0
20.039,455,279,424,612,0
20.042,455,279,424,612,0
20.053,455,279,424,612,0
20.056,455,279,424,612,0
20.058,455,279,424,612,0
20.065,455,279,424,612,0
20.068,455,279,424,612,0
20.071,455,279,424,612,0
20.073,455,279,424,612,0
20.085,455,279,424,612,0
20.088,455,279,423,612,0
20.095,455,279,423,612,0
20.097,455,279,423,612,0
20.100,455,279,423,612,0
20.102,455,279,423,612,0
20.104,455,279,423,612,0
20.116,455,279,423,612,0
20.118,455,279,423,612,0
20.120,455,279,424,612,0
20.128,455,279,424,612,0
20.130,455,279,424,612,0
20.132,455,279,424,612,0
20.135,455,279,424,612,0
20.146,455,279,424,612,0
20.148,455,279,424,612,0
20.150,455,279,424,612,0
20.157,455,280,424,612,0
20.159,455,280,424,612,0
20.161,455,280,424,612,0
20.163,455,280,424,612,0
20.165,455,280,424,612,0
20.167,455,280,424,612,0
20.178,455,280,424,612,0
20.181,455,280,424,612,0
20.188,455,279,424,612,0
20.190,455,279,424,612,0
20.192,455,279,424,612,0
20.194,455,279,424,612,0
20.196,455,279,424,612,0
20.197,455,279,424,612,0
20.209,455,279,424,612,0
20.211,455,279,424,612,0
20.213,455,279,424,612,0
20.220,455,279,424,612,0
20.222,455,279,424,612,0
20.224,455,279,424,612,0
20.226,455,279,424,612,0
20.229,455,279,424,612,0
20.240,455,279,424,612,0
20.243,455,279,424,612,0
20.251,455,279,424,612,0
20.254,455,279,424,612,0
20.257,455,279,424,612,0
20.260,455,279,424,612,0
20.271,455,279,424,612,0
20.273,455,279,424,612,0
20.275,455,279,424,612,0
20.282,455,279,424,612,0
20.284,455,279,424,612,0
20.286,455,279,424,612,0
20.288,455,279,424,612,0
20.290,455,279,424,612,0
20.301,455,279,424,612,0
20.304,455,279,424,612,0
20.306,455,279,424,612,0
20.313,455,279,424,612,0
20.315,455,279,424,612,0
20.317,455,279,424,612,0
20.319,455,279,424,612,0
20.321,455,279,424,612,0
20.333,455,279,424,612,0
20.336,455,279,424,612,0
20.345,455,279,424,612,0
20.348,455,279,424,612,0
20.350,455,279,424,612,0
20.352,455,279,424,612,0
20.363,455,279,424,612,0
20.366,455,279,424,612,0
20.368,455,279,424,612,0
20.375,455,279,424,612,0
20.377,455,279,424,612,0
20.379,455,279,424,612,0
20.382,455,279,424,612,0
20.384,455,279,424,612,0
20.395,455,279,424,612,0
20.397,454,279,424,612,0
20.405,454,279,424,612,0
20.407,454,279,424,612,0
20.410,454,279,424,612,0
20.412,454,279,424,612,0
20.414,454,279,424,612,0
20.425,454,279,424,612,0
20.428,454,279,424,612,0
20.430,455,279,424,612,0
20.437,455,279,424,612,0
20.439,455,279,424,612,0
20.441,455,279,424,612,0
20.443,455,279,424,612,0
20.446,455,279,424,612,0
20.457,455,279,423,612,0
20.459,455,279,423,612,0
20.462,455,279,423,612,0
20.469,455,279,423,612,0
20.471,455,279,423,612,0
20.473,455,279,423,612,0
20.476,455,279,423,612,0
20.478,455,279,424,612,0
20.489,455,280,424,612,0
20.491,455,280,424,612,0
20.499,455,280,424,612,0
20.502,455,280,424,612,0
20.504,455,280,424,612,0
20.506,455,280,424,612,0
20.508,455,280,424,612,0
20.519,455,280,424,612,0
20.521,455,280,424,612,0
20.523,455,280,424,612,0
20.531,455,280,424,612,0
20.534,455,280,424,612,0
20.536,455,280,424,612,0
20.539,455,280,424,612,0
20.550,455,280,424,612,0
20.552,455,280,424,612,0
20.554,455,280,424,612,0
20.562,455,280,424,612,0
20.564,455,280,424,612,0
20.566,455,280,424,612,0
20.567,455,280,424,612,0
20.569,455,280,424,612,0
20.580,455,280,424,612,0
20.583,455,280,424,612,0
20.585,455,280,424,612,0
20.592,455,280,424,612,0
20.595,455,280,424,612,0
20.597,455,280,424,612,0
20.599,455,280,423,612,0
20.601,455,280,423,612,0
20.612,455,280,423,612,0
20.614,455,280,423,612,0
20.616,455,280,423,612,0
20.624,455,280,423,612,0
20.626,455,280,423,612,0
20.628,455,280,423,612,0
20.632,455,280,424,612,0
20.644,455,280,424,612,0
20.648,455,280,424,612,0
20.655,455,280,424,612,0
20.658,455,280,424,612,0
20.661,455,280,424,612,0
20.663,455,280,424,612,0
20.674,455,280,424,612,0
20.676,455,280,424,612,0
20.678,455,280,424,612,0
20.685,455,280,424,612,0
20.688,455,280,424,612,0
20.690,455,280,424,612,0
20.692,455,280,424,612,0
20.694,455,280,424,612,0
20.705,455,280,424,612,0
20.707,455,280,424,612,0
20.715,455,280,424,612,0
20.718,455,280,424,612,0
20.720,455,280,423,612,0
20.723,455,280,423,612,0
20.726,455,280,423,612,0
20.738,455,280,423,612,0
20.746,455,280,423,612,0
20.749,455,280,423,612,0
20.751,455,280,423,612,0
20.753,455,280,423,612,0
20.755,455,280,423,612,0
20.766,455,280,423,612,0
20.768,455,280,423,612,0
20.770,455,280,423,612,0
20.778,455,280,423,612,0
20.781,455,280,424,612,0
20.783,455,280,424,612,0
20.785,455,280,424,612,0
20.787,455,280,424,612,0
20.798,455,280,424,612,0
20.800,455,280,424,612,0
20.802,455,280,424,612,0
20.809,455,280,424,612,0
20.811,455,280,424,612,0
20.813,455,280,424,612,0
20.815,455,280,424,612,0
20.817,455,280,424,612,0
20.828,455,280,424,612,0
20.830,455,280,424,612,0
20.832,455,280,424,612,0
20.839,455,280,424,612,0
20.841,455,280,424,612,0
20.843,455,280,424,612,0
20.845,455,280,424,612,0
20.846,455,280,424,612,0
20.848,455,280,424,612,0
20.859,455,280,424,612,0
20.862,455,280,424,612,0
20.863,455,280,424,612,0
20.871,455,280,424,612,0
20.872,455,280,424,612,0
20.874,455,280,424,612,0
20.876,455,280,424,612,0
20.878,455,280,424,612,0
20.880,455,280,424,612,0
20.891,455,280,424,612,0
20.893,455,280,424,612,0
20.895,455,280,424,612,0
20.902,455,280,424,612,0
20.904,455,280,424,612,0
20.906,455,280,424,612,0
20.908,455,280,424,612,0
20.910,455,280,424,612,0
20.922,455,280,424,612,0
20.924,455,280,424,612,0
20.926,455,280,424,612,0
20.934,455,280,424,612,0
20.937,455,280,424,612,0
20.939,455,280,424,612,0
20.941,455,280,424,612,0
20.952,455,280,424,612,0
20.955,455,280,424,612,0
20.956,455,280,424,612,0
20.964,455,280,424,612,0
20.966,455,280,424,612,0
20.969,455,280,424,612,0
20.971,455,280,424,612,0
20.983,455,280,424,612,0
20.986,455,280,424,612,0
20.988,455,280,423,612,0
20.996,455,280,423,612,0
20.998,455,280,423,612,0
21.001,455,280,423,612,0
21.003,455,280,423,612,0
21.014,455,280,423,612,0
21.016,455,280,423,612,0
21.018,455,280,423,612,0
21.026,455,280,424,612,0
21.029,455,280,424,612,0
21.032,455,280,424,612,0
21.034,455,280,424,612,0
21.036,455,280,424,612,0
21.047,455,280,424,612,0
21.049,455,280,424,612,0
21.056,455,280,424,612,0
21.058,455,280,424,612,0
21.061,455,280,424,612,0
21.064,455,280,424,612,0
21.066,455,280,424,612,0
21.078,455,280,424,612,0
21.080,455,280,424,612,0
21.082,455,280,424,612,0
21.089,455,280,424,612,0
21.091,455,280,424,612,0
21.092,455,280,424,612,0
21.094,455,280,424,612,0
21.096,455,280,424,612,0
21.108,455,280,424,612,0
21.110,455,280,424,612,0
21.113,455,280,424,612,0
21.120,455,280,424,612,0
21.122,455,280,424,612,0
21.124,455,280,424,612,0
21.127,455,280,424,612,0
21.138,455,280,424,612,0
21.141,455,280,424,612,0
21.143,455,280,423,612,0
21.150,455,280,423,612,0
21.153,455,280,423,612,0
21.155,455,280,423,612,0
21.157,455,280,423,612,0
21.159,455,280,423,612,0
21.171,455,280,423,612,0
21.174,455,280,424,612,0
21.181,455,280,424,612,0
21.183,455,280,424,612,0
21.185,455,280,424,612,0
21.187,455,280,424,612,0
21.189,455,280,424,612,0
21.200,455,280,424,612,0
21.202,455,280,424,612,0
21.204,455,280,423,612,0
21.211,455,280,423,612,0
21.213,455,280,423,612,0
21.215,455,280,423,612,0
21.218,455,280,423,612,0
21.220,455,280,423,612,0
21.231,455,280,423,612,0
21.234,455,280,423,612,0
21.235,455,280,424,612,0
21.243,455,280,424,612,0
21.245,455,280,424,612,0
21.247,455,280,424,612,0
21.250,455,280,424,612,0
21.251,455,280,424,612,0
21.262,455,280,424,612,0
21.264,455,280,424,612,0
21.267,455,280,424,612,0
21.274,455,280,424,612,0
21.276,455,280,424,612,0
21.279,455,280,424,612,0
21.281,455,280,424,612,0
21.283,455,280,424,612,0
21.294,455,280,424,612,0
21.297,455,280,424,612,0
21.304,455,280,424,612,0
21.306,455,280,424,612,0
21.308,455,280,424,612,0
21.309,455,280,424,612,0
21.312,455,280,424,612,0
21.314,455,280,424,612,0
21.325,455,280,424,612,0
21.328,455,280,424,612,0
21.336,455,280,424,612,0
21.338,455,280,424,612,0
21.340,455,280,424,612,0
21.341,455,280,424,612,0
21.343,455,280,424,612,0
21.345,455,280,424,612,0
21.356,455,280,424,612,0
21.358,455,280,424,612,0
21.360,455,280,424,612,0
21.367,455,280,424,612,0
21.370,455,280,424,612,0
21.372,455,280,424,612,0
21.374,455,280,424,612,0
21.377,455,280,424,612,0
21.388,455,280,424,612,0
21.389,455,280,424,612,0
21.397,455,280,424,612,0
21.399,455,280,424,612,0
21.401,455,280,424,612,0
21.403,455,280,424,612,0
21.405,455,280,424,612,0
21.407,455,280,423,612,0
21.418,455,280,423,612,0
21.420,455,280,423,612,0
21.428,455,280,423,612,0
21.431,455,280,423,612,0
21.434,455,280,423,612,0
21.437,455,280,423,612,0
21.448,455,280,424,612,0
21.450,455,280,424,612,0
21.452,455,280,424,612,0
21.460,455,280,424,612,0
21.462,455,280,424,612,0
21.463,455,280,424,612,0
21.466,455,280,424,612,0
21.467,455,280,424,612,0
21.469,455,280,424,612,0
21.480,455,280,424,612,0
21.482,455,280,424,612,0
21.484,455,280,424,612,0
21.491,455,280,424,612,0
21.493,455,280,424,612,0
21.495,455,280,424,612,0
21.497,455,280,424,612,0
21.499,455,280,424,612,0
21.511,455,280,424,612,0
