cycle,phase,t_s,force_g,pos_act,cur_mA,fresh_f,fresh_p
a1,base_pre,0.7267,1,244,0,0,0
a1,base_pre,0.7308,1,244,0,0,0
a1,base_pre,0.7423,1,244,0,0,0
a1,base_pre,0.7463,1,244,0,0,0
a1,base_pre,0.7538,1,244,0,0,0
a1,base_pre,0.7579,1,244,0,0,0
a1,base_pre,0.7620,1,244,0,0,0
a1,base_pre,0.7734,0,244,0,1,0
a1,base_pre,0.7775,0,244,0,0,0
a1,base_pre,0.7846,0,244,0,0,0
a1,base_pre,0.7895,0,244,0,1,0
a1,base_pre,0.7937,1,244,0,1,0
a1,base_pre,0.8049,1,244,0,0,0
a1,base_pre,0.8143,1,244,0,0,0
a1,base_pre,0.8184,1,244,0,0,0
a1,base_pre,0.8226,1,244,0,0,0
a1,base_pre,0.8353,1,244,0,0,0
a1,base_pre,0.8394,1,244,0,0,0
a1,base_pre,0.8471,1,244,0,0,0
a1,base_pre,0.8513,1,244,0,0,0
a1,base_pre,0.8554,1,244,0,0,0
a1,base_pre,0.8672,1,244,0,0,1
a1,base_pre,0.8765,1,244,0,0,0
a1,base_pre,0.8806,1,244,0,0,0
a1,base_pre,0.8848,1,244,0,0,0
a1,base_pre,0.8977,1,244,0,0,0
a1,base_pre,0.9074,1,244,0,0,0
a1,base_pre,0.9116,1,244,0,0,0
a1,base_pre,0.9159,1,244,0,0,0
a1,base_pre,0.9289,1,244,0,0,0
a1,base_pre,0.9386,1,244,0,1,0
a1,base_pre,0.9428,1,244,0,0,0
a1,base_pre,0.9469,1,244,0,0,0
a1,base_pre,0.9597,1,244,0,0,0
a1,base_pre,0.9693,1,244,0,1,0
a1,base_pre,0.9739,1,244,0,0,0
a1,base_pre,0.9785,1,244,0,0,0
a1,base_pre,0.9913,1,244,0,0,0
a1,base_pre,1.0013,1,244,0,1,0
a1,base_pre,1.0056,1,244,0,0,0
a1,base_pre,1.0098,1,244,0,0,0
a1,base_pre,1.0218,1,244,0,0,0
a1,base_pre,1.0316,1,244,0,0,0
a1,base_pre,1.0365,1,244,0,1,0
a1,base_pre,1.0417,1,244,0,0,0
a1,base_pre,1.0527,1,244,0,0,0
a1,base_pre,1.0623,1,244,0,0,0
a1,base_pre,1.0664,1,244,0,0,0
a1,base_pre,1.0708,1,244,0,0,0
a1,base_pre,1.0835,1,244,0,0,0
a1,base_pre,1.0877,1,244,0,1,0
a1,base_pre,1.0959,1,244,0,0,0
a1,base_pre,1.1002,1,244,0,0,0
a1,base_pre,1.1135,1,244,0,0,0
a1,base_pre,1.1175,1,244,0,1,0
a1,base_pre,1.1262,1,244,0,0,0
a1,base_pre,1.1313,1,244,0,0,0
a1,base_pre,1.1452,1,244,0,0,0
a1,base_pre,1.1494,1,244,0,1,0
a1,base_pre,1.1574,1,244,0,0,0
a1,base_pre,1.1625,1,244,0,0,0
a1,base_pre,1.1763,1,244,0,0,0
a1,base_pre,1.1866,1,244,0,0,0
a1,base_pre,1.1925,1,244,0,0,0
a1,base_pre,1.2063,1,244,0,0,0
a1,base_pre,1.2114,1,244,0,0,0
a1,base_pre,1.2196,1,244,0,0,0
a1,base_pre,1.2246,1,244,0,0,0
a1,base_pre,1.2383,1,244,0,1,0
a1,base_pre,1.2485,1,244,0,0,0
a1,base_pre,1.2543,1,244,0,0,0
a1,base_pre,1.2682,1,244,0,1,0
a1,base_pre,1.2728,1,244,0,0,0
a1,base_pre,1.2814,1,244,0,0,0
a1,base_pre,1.2856,1,244,0,0,0
a1,base_pre,1.2992,1,244,0,0,0
a1,base_pre,1.3041,1,244,0,0,0
a1,base_pre,1.3121,1,244,0,0,0
a1,base_pre,1.3166,1,244,0,0,0
a1,base_pre,1.3305,1,244,0,0,0
a1,base_pre,1.3355,1,244,0,0,0
a1,base_pre,1.3431,1,244,0,0,0
a1,base_pre,1.3489,1,244,0,0,0
a1,base_pre,1.3640,1,244,0,0,0
a1,base_pre,1.3745,1,244,0,0,0
a1,base_pre,1.3800,1,244,0,1,0
a1,base_pre,1.3934,1,244,0,0,0
a1,base_pre,1.3976,1,244,0,0,0
a1,base_pre,1.4048,1,244,0,0,0
a1,base_pre,1.4090,1,244,0,1,0
a1,base_pre,1.4139,1,244,0,0,0
a1,base_pre,1.4252,1,244,0,0,0
a1,base_pre,1.4346,1,244,0,0,0
a1,base_pre,1.4392,1,244,0,0,0
a1,base_pre,1.4434,1,244,0,0,0
a1,base_pre,1.4562,1,244,0,0,0
a1,base_pre,1.4655,1,244,0,0,0
a1,base_pre,1.4697,1,244,0,0,0
a1,base_pre,1.4744,1,244,0,0,0
a1,base_pre,1.4868,1,244,0,0,0
a1,base_pre,1.4966,1,244,0,0,0
a1,base_pre,1.5008,1,244,0,0,0
a1,base_pre,1.5050,1,244,0,0,0
a1,base_pre,1.5183,1,244,0,0,0
a1,base_pre,1.5275,1,244,0,0,0
a1,base_pre,1.5317,1,244,0,0,0
a1,base_pre,1.5367,1,244,0,0,0
a1,base_pre,1.5488,1,244,0,0,0
a1,base_pre,1.5585,1,244,0,0,0
a1,base_pre,1.5634,1,244,0,0,0
a1,base_pre,1.5675,1,244,0,0,0
a1,base_pre,1.5801,1,244,0,0,0
a1,base_pre,1.5897,1,244,0,0,0
a1,base_pre,1.5947,1,244,0,0,0
a1,base_pre,1.5994,1,244,0,0,0
a1,base_pre,1.6108,1,244,0,0,1
a1,base_pre,1.6205,1,244,0,0,0
a1,base_pre,1.6248,1,244,0,0,0
a1,base_pre,1.6290,1,244,0,0,0
a1,base_pre,1.6422,1,244,0,0,0
a1,base_pre,1.6519,1,244,0,0,0
a1,base_pre,1.6565,1,244,0,1,0
a1,base_pre,1.6611,1,244,0,0,0
a1,base_pre,1.6732,1,244,0,0,0
a1,base_pre,1.6827,1,244,0,1,0
a1,base_pre,1.6870,1,244,0,0,0
a1,base_pre,1.6912,1,244,0,0,0
a1,base_pre,1.7040,1,244,0,0,0
a1,base_pre,1.7135,1,244,0,0,0
a1,base_pre,1.7178,0,244,0,1,0
a1,base_pre,1.7223,0,244,0,0,1
a1,base_pre,1.7355,0,244,0,0,0
a1,base_pre,1.7453,0,244,0,0,0
a1,base_pre,1.7495,1,244,0,1,1
a1,base_pre,1.7545,1,244,0,0,0
a1,base_pre,1.7654,1,244,0,0,0
a1,base_pre,1.7696,1,244,0,1,0
a1,base_pre,1.7777,1,244,0,0,0
a1,base_pre,1.7827,0,244,0,1,1
a1,base_pre,1.7966,0,244,0,0,0
a1,base_pre,1.8079,0,244,0,0,0
a1,base_pre,1.8139,1,244,0,1,1
a1,base_pre,1.8289,1,244,0,0,0
a1,base_pre,1.8398,1,244,0,1,0
a1,base_pre,1.8458,1,244,0,0,0
a1,base_pre,1.8594,1,244,0,0,0
a1,base_pre,1.8695,1,244,0,1,0
a1,base_pre,1.8737,1,244,0,0,1
a1,base_pre,1.8783,1,244,0,0,0
a1,base_pre,1.8897,1,244,0,0,0
a1,base_pre,1.8993,1,244,0,1,0
a1,base_pre,1.9036,1,244,0,0,0
a1,base_pre,1.9078,1,244,0,0,0
a1,base_pre,1.9207,1,244,0,0,0
a1,base_pre,1.9303,0,244,0,1,0
a1,base_pre,1.9344,0,244,0,0,0
a1,base_pre,1.9385,0,244,0,0,0
a1,base_pre,1.9518,0,244,0,0,0
a1,base_pre,1.9615,0,244,0,1,0
a1,base_pre,1.9657,1,244,0,1,0
a1,base_pre,1.9702,1,244,0,0,0
a1,base_pre,1.9828,1,244,0,1,0
a1,base_pre,1.9923,0,244,0,1,0
a1,base_pre,1.9967,0,244,0,0,0
a1,base_pre,2.0018,0,244,0,0,0
a1,base_pre,2.0141,0,244,0,0,0
a1,base_pre,2.0245,0,244,0,0,0
a1,base_pre,2.0292,0,244,0,0,0
a1,base_pre,2.0433,0,244,0,1,0
a1,base_pre,2.0477,0,244,0,0,0
a1,base_pre,2.0558,0,244,0,0,0
a1,base_pre,2.0606,0,244,0,0,0
a1,base_pre,2.0742,0,244,0,1,0
a1,base_pre,2.0789,0,244,0,0,0
a1,base_pre,2.0873,0,244,0,0,0
a1,base_pre,2.0923,0,244,0,0,0
a1,base_pre,2.1069,0,244,0,0,0
a1,base_pre,2.1164,0,244,0,0,0
a1,base_pre,2.1207,0,244,0,0,0
a1,base_pre,2.1249,0,244,0,0,0
a1,base_pre,2.1381,1,244,0,1,0
a1,base_pre,2.1478,1,244,0,0,0
a1,base_pre,2.1524,1,244,0,0,0
a1,base_pre,2.1570,1,244,0,0,0
a1,base_pre,2.1691,0,244,0,1,0
a1,base_pre,2.1784,0,244,0,0,0
a1,base_pre,2.1834,0,244,0,0,0
a1,base_pre,2.1876,0,244,0,0,0
a1,base_pre,2.1997,0,244,0,0,0
a1,base_pre,2.2093,0,244,0,0,1
a1,base_pre,2.2135,0,244,0,0,0
a1,base_pre,2.2181,0,244,0,0,0
a1,base_pre,2.2307,0,244,0,0,0
a1,base_pre,2.2405,0,244,0,0,0
a1,base_pre,2.2450,0,244,0,0,0
a1,base_pre,2.2496,0,244,0,0,0
a1,base_pre,2.2621,0,244,0,0,0
a1,base_pre,2.2715,0,244,0,0,0
a1,base_pre,2.2760,0,244,0,0,0
a1,base_pre,2.2805,0,244,0,0,0
a1,base_pre,2.2931,1,244,0,1,0
a1,base_pre,2.3028,1,244,0,0,0
a1,base_pre,2.3070,1,244,0,0,0
a1,base_pre,2.3115,0,244,0,1,0
a1,base_pre,2.3244,0,244,0,0,0
a1,base_pre,2.3341,0,244,0,0,0
a1,base_pre,2.3383,0,244,0,0,0
a1,base_pre,2.3425,1,244,0,1,0
a1,base_pre,2.3552,1,244,0,0,1
a1,base_pre,2.3655,1,244,0,0,0
a1,base_pre,2.3701,1,244,0,0,0
a1,base_pre,2.3747,1,244,0,0,0
a1,base_pre,2.3860,1,244,0,0,0
a1,base_pre,2.3954,1,244,0,0,0
a1,base_pre,2.3995,1,244,0,0,0
a1,base_pre,2.4038,1,244,0,0,0
a1,base_pre,2.4167,1,244,0,0,0
a1,base_pre,2.4265,1,244,0,0,0
a1,base_pre,2.4306,1,244,0,0,0
a1,base_pre,2.4349,1,244,0,0,0
a1,base_pre,2.4481,1,244,0,0,0
a1,base_pre,2.4575,1,244,0,0,0
a1,base_pre,2.4620,0,244,0,1,0
a1,base_pre,2.4667,0,244,0,0,0
a1,base_pre,2.4790,0,244,0,0,0
a1,base_pre,2.4885,0,244,0,0,0
a1,base_pre,2.4931,0,244,0,0,0
a1,base_pre,2.4983,0,244,0,0,0
a1,base_pre,2.5101,0,244,0,0,0
a1,base_pre,2.5205,0,244,0,0,0
a1,base_pre,2.5258,0,244,0,0,0
a1,base_pre,2.5403,0,244,0,0,0
a1,base_pre,2.5503,0,244,0,0,0
a1,base_pre,2.5554,1,244,0,1,0
a1,base_pre,2.5605,1,244,0,0,0
a1,base_pre,2.5722,1,244,0,0,0
a1,base_pre,2.5823,1,244,0,0,0
a1,base_pre,2.5875,1,244,0,0,0
a1,base_pre,2.5918,1,244,0,0,0
a1,base_pre,2.6026,1,244,0,0,0
a1,base_pre,2.6127,0,244,0,1,0
a1,base_pre,2.6174,0,244,0,0,0
a1,base_pre,2.6225,0,244,0,0,0
a1,base_pre,2.6341,0,244,0,0,0
a1,base_pre,2.6443,0,244,0,0,0
a1,base_pre,2.6490,0,244,0,0,0
a1,base_pre,2.6537,0,244,0,0,0
a1,base_pre,2.6654,0,244,0,0,0
a1,base_pre,2.6749,0,244,0,0,0
a1,base_pre,2.6800,0,244,0,0,0
a1,base_pre,2.6846,0,244,0,1,0
a1,base_pre,2.6956,0,244,0,1,0
a1,base_pre,2.7055,0,244,0,0,0
a1,base_pre,2.7098,0,244,0,0,0
a1,base_pre,2.7144,0,244,0,1,0
a1,base_pre,2.7272,0,244,0,1,0
a1,base_pre,2.7367,0,244,0,0,0
a1,base_pre,2.7417,0,244,0,0,0
a1,base_pre,2.7468,0,244,0,0,0
a1,base_pre,2.7578,0,244,0,0,0
a1,base_pre,2.7673,0,244,0,0,0
a1,base_pre,2.7719,0,244,0,0,0
a1,base_pre,2.7762,0,244,0,1,0
a1,base_pre,2.7888,0,244,0,0,0
a1,base_pre,2.7985,0,244,0,0,0
a1,base_pre,2.8035,0,244,0,0,0
a1,base_pre,2.8077,0,244,0,1,0
a1,base_pre,2.8196,0,244,0,0,0
a1,base_pre,2.8293,0,244,0,0,0
a1,base_pre,2.8334,0,244,0,1,0
a1,base_pre,2.8380,0,244,0,0,0
a1,base_pre,2.8504,0,244,0,0,0
a1,base_pre,2.8603,0,244,0,0,0
a1,base_pre,2.8652,0,244,0,0,0
a1,base_pre,2.8698,0,244,0,0,0
a1,base_pre,2.8818,0,244,0,0,0
a1,base_pre,2.8916,0,244,0,0,0
a1,base_pre,2.8962,0,244,0,1,0
a1,base_pre,2.9004,0,244,0,0,0
a1,base_pre,2.9128,0,244,0,0,0
a1,base_pre,2.9235,0,244,0,0,0
a1,base_pre,2.9291,0,244,0,1,0
a1,base_pre,2.9432,0,244,0,0,0
a1,base_pre,2.9473,0,244,0,0,0
a1,base_pre,2.9545,0,244,0,0,0
a1,base_pre,2.9587,0,244,0,0,0
a1,base_pre,2.9635,0,244,0,0,0
a1,base_pre,2.9752,0,244,0,0,0
a1,base_pre,2.9855,0,244,0,0,0
a1,base_pre,2.9897,0,244,0,0,0
a1,base_pre,2.9946,0,244,0,0,0
a1,base_pre,3.0061,0,244,0,0,0
a1,hold,0.0025,489,856,221,1,1
a1,hold,0.0142,489,856,221,1,0
a1,hold,0.0244,489,856,221,0,0
a1,hold,0.0290,489,856,221,0,0
a1,hold,0.0331,514,858,0,1,1
a1,hold,0.0443,514,858,0,0,0
a1,hold,0.0484,514,858,0,0,0
a1,hold,0.0554,514,858,0,0,0
a1,hold,0.0596,514,858,0,0,0
a1,hold,0.0641,501,856,0,1,1
a1,hold,0.0757,501,856,0,0,0
a1,hold,0.0854,501,856,0,0,0
a1,hold,0.0896,501,856,0,0,0
a1,hold,0.0941,489,856,0,1,0
a1,hold,0.1063,489,856,0,0,0
a1,hold,0.1105,489,856,0,0,0
a1,hold,0.1174,489,856,0,0,0
a1,hold,0.1216,479,856,0,1,0
a1,hold,0.1258,479,856,0,1,0
a1,hold,0.1383,479,856,0,0,0
a1,hold,0.1482,479,856,0,0,0
a1,hold,0.1537,472,856,0,1,0
a1,hold,0.1671,472,856,0,0,0
a1,hold,0.1714,472,856,0,0,0
a1,hold,0.1800,472,856,0,1,0
a1,hold,0.1854,467,856,0,1,0
a1,hold,0.1994,467,856,0,0,0
a1,hold,0.2095,467,856,0,0,0
a1,hold,0.2157,467,856,0,1,0
a1,hold,0.2296,467,856,0,0,0
a1,hold,0.2405,467,856,0,0,0
a1,hold,0.2465,459,856,0,1,0
a1,hold,0.2616,459,856,0,0,0
a1,hold,0.2720,459,856,0,0,0
a1,hold,0.2779,456,854,0,1,1
a1,hold,0.2926,456,854,0,0,0
a1,hold,0.3034,456,854,0,0,0
a1,hold,0.3087,454,854,0,1,0
a1,hold,0.3237,454,854,0,0,0
a1,hold,0.3345,454,854,0,0,0
a1,hold,0.3396,453,854,0,1,0
a1,hold,0.3532,453,854,0,0,0
a1,hold,0.3578,453,854,0,0,0
a1,hold,0.3661,453,854,0,1,0
a1,hold,0.3707,453,854,0,0,0
a1,hold,0.3842,453,854,0,0,0
a1,hold,0.3883,453,854,0,0,0
a1,hold,0.3965,453,854,0,1,0
a1,hold,0.4011,453,854,0,0,0
a1,hold,0.4053,453,854,0,0,0
a1,hold,0.4167,453,854,0,0,0
a1,hold,0.4261,453,854,0,0,0
a1,hold,0.4306,453,854,0,0,0
a1,hold,0.4348,453,854,0,0,0
a1,hold,0.4473,453,854,0,0,0
a1,hold,0.4514,453,854,0,1,0
a1,hold,0.4595,453,854,0,0,0
a1,hold,0.4641,453,854,0,0,0
a1,hold,0.4774,453,854,0,0,0
a1,hold,0.4816,453,854,0,0,0
a1,hold,0.4895,453,854,0,0,0
a1,hold,0.4938,453,854,0,0,0
a1,hold,0.4984,453,854,0,0,0
a1,hold,0.5101,453,854,0,0,0
a1,hold,0.5195,452,854,0,1,0
a1,hold,0.5237,452,854,0,0,0
a1,hold,0.5280,452,854,0,0,0
a1,hold,0.5405,452,854,0,0,0
a1,hold,0.5505,452,854,0,0,0
a1,hold,0.5557,452,854,0,0,0
a1,hold,0.5609,452,854,0,0,0
a1,hold,0.5713,452,854,0,0,0
a1,hold,0.5814,451,854,0,1,0
a1,hold,0.5864,451,854,0,0,0
a1,hold,0.5909,451,854,0,0,0
a1,hold,0.6026,451,854,0,0,0
a1,hold,0.6121,451,854,0,0,0
a1,hold,0.6163,451,854,0,0,0
a1,hold,0.6204,451,854,0,0,0
a1,hold,0.6335,450,854,0,1,0
a1,hold,0.6377,450,854,0,0,0
a1,hold,0.6450,450,854,0,0,0
a1,hold,0.6493,450,854,0,0,0
a1,hold,0.6534,450,854,0,0,0
a1,hold,0.6643,450,854,0,0,0
a1,hold,0.6684,451,854,0,1,0
a1,hold,0.6762,451,854,0,0,0
a1,hold,0.6813,451,854,0,0,0
a1,hold,0.6957,451,854,0,0,0
a1,hold,0.7065,450,854,0,1,0
a1,hold,0.7116,450,854,0,0,0
a1,hold,0.7157,450,854,0,0,0
a1,hold,0.7266,450,854,0,1,0
a1,hold,0.7364,450,854,0,0,0
a1,hold,0.7410,450,854,0,0,0
a1,hold,0.7455,450,854,0,0,0
a1,hold,0.7580,450,854,0,1,0
a1,hold,0.7674,450,854,0,0,0
a1,hold,0.7716,450,854,0,0,0
a1,hold,0.7758,450,854,0,0,0
a1,hold,0.7883,450,854,0,0,0
a1,hold,0.7924,450,854,0,0,0
a1,hold,0.7995,450,854,0,0,0
a1,hold,0.8036,450,854,0,0,0
a1,hold,0.8082,450,854,0,0,0
a1,hold,0.8193,450,854,0,0,0
a1,hold,0.8234,450,854,0,0,0
a1,hold,0.8311,450,854,0,0,0
a1,hold,0.8353,450,854,0,0,0
a1,hold,0.8394,450,854,0,1,0
a1,hold,0.8508,450,854,0,0,0
a1,hold,0.8602,450,854,0,0,0
a1,hold,0.8643,450,854,0,0,0
a1,hold,0.8684,450,854,0,0,0
a1,hold,0.8813,450,854,0,0,0
a1,hold,0.8915,450,854,0,0,0
a1,hold,0.8961,450,854,0,0,0
a1,hold,0.9010,450,854,0,0,0
a1,hold,0.9132,450,854,0,0,0
a1,hold,0.9234,450,854,0,0,0
a1,hold,0.9280,450,854,0,0,0
a1,hold,0.9325,450,854,0,1,0
a1,hold,0.9434,450,854,0,0,0
a1,hold,0.9476,450,854,0,0,0
a1,hold,0.9550,450,854,0,0,0
a1,hold,0.9593,450,854,0,1,0
a1,hold,0.9731,450,854,0,0,0
a1,hold,0.9780,450,854,0,0,0
a1,hold,0.9861,450,854,0,0,0
a1,hold,0.9903,450,854,0,1,0
a1,hold,0.9944,450,854,0,0,0
a1,hold,1.0056,450,854,0,0,0
a1,hold,1.0154,450,854,0,0,0
a1,hold,1.0196,450,854,0,1,0
a1,hold,1.0249,450,854,0,0,0
a1,hold,1.0371,450,854,0,0,0
a1,hold,1.0477,450,854,0,1,0
a1,hold,1.0536,450,854,0,1,0
a1,hold,1.0677,450,854,0,0,0
a1,hold,1.0776,450,854,0,0,0
a1,hold,1.0827,450,854,0,1,0
a1,hold,1.0971,450,854,0,0,0
a1,hold,1.1015,450,854,0,0,0
a1,hold,1.1096,450,854,0,0,0
a1,hold,1.1144,450,854,0,0,0
a1,hold,1.1281,450,854,0,0,0
a1,hold,1.1323,450,854,0,0,0
a1,hold,1.1408,450,854,0,0,0
a1,hold,1.1458,450,854,0,0,0
a1,hold,1.1590,450,854,0,0,0
a1,hold,1.1637,449,854,0,1,0
a1,hold,1.1714,449,854,0,0,0
a1,hold,1.1767,449,854,0,0,0
a1,hold,1.1902,449,854,0,0,0
a1,hold,1.1947,449,854,0,1,0
a1,hold,1.2034,450,854,0,1,0
a1,hold,1.2075,450,854,0,0,0
a1,hold,1.2116,450,854,0,0,0
a1,hold,1.2225,450,854,0,1,0
a1,hold,1.2321,450,854,0,0,0
a1,hold,1.2363,450,854,0,0,0
a1,hold,1.2403,450,854,0,0,0
a1,hold,1.2536,450,854,0,0,0
a1,hold,1.2632,450,854,0,0,0
a1,hold,1.2677,450,854,0,0,0
a1,hold,1.2719,450,854,0,0,0
a1,hold,1.2851,449,854,0,1,0
a1,hold,1.2955,449,854,0,0,0
a1,hold,1.3005,449,854,0,0,0
a1,hold,1.3141,449,854,0,0,0
a1,hold,1.3191,450,854,0,1,0
a1,hold,1.3272,450,854,0,0,0
a1,hold,1.3318,450,854,0,0,0
a1,hold,1.3456,450,854,0,0,0
a1,hold,1.3503,450,854,0,0,0
a1,hold,1.3579,450,854,0,0,0
a1,hold,1.3625,450,854,0,0,0
a1,hold,1.3762,450,854,0,0,0
a1,hold,1.3810,450,854,0,0,0
a1,hold,1.3887,450,854,0,0,0
a1,hold,1.3928,450,854,0,0,0
a1,hold,1.3978,449,854,0,1,0
a1,hold,1.4084,449,854,0,0,0
a1,hold,1.4127,449,854,0,0,0
a1,hold,1.4196,449,854,0,0,0
a1,hold,1.4238,449,854,0,0,0
a1,hold,1.4280,449,854,0,0,0
a1,hold,1.4393,449,854,0,0,0
a1,hold,1.4433,449,854,0,0,0
a1,hold,1.4504,449,854,0,0,0
a1,hold,1.4549,449,854,0,0,0
a1,hold,1.4590,449,854,0,0,0
a1,hold,1.4709,449,854,0,0,0
a1,hold,1.4806,449,854,0,0,0
a1,hold,1.4853,449,854,0,0,0
a1,hold,1.4895,449,854,0,0,0
a1,hold,1.5013,449,854,0,0,0
a1,hold,1.5112,449,854,0,0,0
a1,hold,1.5158,449,854,0,0,0
a1,hold,1.5200,449,854,0,0,0
a1,hold,1.5327,449,854,0,0,0
a1,hold,1.5422,449,854,0,0,0
a1,hold,1.5464,449,854,0,0,0
a1,hold,1.5513,449,854,0,0,0
a1,hold,1.5641,449,854,0,0,0
a1,hold,1.5738,449,854,0,0,0
a1,hold,1.5783,449,854,0,0,0
a1,hold,1.5840,449,854,0,0,0
a1,hold,1.5955,449,854,0,0,0
a1,hold,1.6053,449,854,0,0,0
a1,hold,1.6103,449,854,0,0,0
a1,hold,1.6244,449,854,0,1,0
a1,hold,1.6290,449,854,0,0,0
a1,hold,1.6373,449,854,0,0,0
a1,hold,1.6415,448,854,0,1,0
a1,hold,1.6457,448,854,0,0,0
a1,hold,1.6569,448,854,0,0,0
a1,hold,1.6666,448,854,0,0,0
a1,hold,1.6709,449,854,0,1,0
a1,hold,1.6750,449,854,0,0,0
a1,hold,1.6876,449,854,0,0,0
a1,hold,1.6972,449,854,0,0,0
a1,hold,1.7017,449,854,0,0,0
a1,hold,1.7059,449,854,0,0,0
a1,hold,1.7189,449,854,0,0,0
a1,hold,1.7283,449,854,0,0,0
a1,hold,1.7329,448,854,0,1,0
a1,hold,1.7371,448,854,0,0,0
a1,hold,1.7500,448,854,0,0,0
a1,hold,1.7597,448,854,0,0,0
a1,hold,1.7644,448,854,0,0,0
a1,hold,1.7687,448,854,0,0,0
a1,hold,1.7810,448,854,0,0,0
a1,hold,1.7907,448,854,0,1,0
a1,hold,1.7952,449,854,0,1,0
a1,hold,1.7993,449,854,0,0,0
a1,hold,1.8112,449,854,0,0,0
a1,hold,1.8153,449,854,0,0,0
a1,hold,1.8223,449,854,0,0,0
a1,hold,1.8265,449,854,0,0,0
a1,hold,1.8307,449,854,0,0,0
a1,hold,1.8426,449,854,0,1,0
a1,hold,1.8525,448,854,0,1,0
a1,hold,1.8568,448,854,0,0,0
