index,dt_ms,ok
1012,7.343601,1
1013,12.652036,1
1014,10.558712,1
1015,6.155591,1
1016,13.786099,1
1017,11.611513,1
1018,6.331132,1
1019,13.752533,1
1020,10.417418,1
1021,6.253260,1
1022,13.883601,1
1023,10.835938,1
1024,6.291203,1
1025,13.743108,1
1026,11.495328,1
1027,6.220838,1
1028,13.667959,1
1029,11.521299,1
1030,6.099466,1
1031,12.624402,1
1032,11.569421,1
1033,7.416052,1
1034,12.857914,1
1035,10.508538,1
1036,6.095354,1
1037,13.769313,1
1038,12.688360,1
1039,6.466456,1
1040,11.697226,1
1041,11.495873,1
1042,7.349006,1
1043,12.603970,1
1044,10.534010,1
1045,6.211795,1
1046,13.751346,1
1047,12.204588,1
1048,7.410396,1
1049,11.925467,1
1050,10.798079,1
1051,7.376439,1
1052,13.132329,1
1053,11.908206,1
1054,6.289849,1
1055,12.593762,1
1056,11.651272,1
1057,7.229353,1
1058,11.595967,1
1059,12.547447,1
1060,6.268162,1
1061,12.696965,1
1062,11.670697,1
1063,7.283872,1
1064,11.619354,1
1065,11.597466,1
1066,6.275669,1
1067,12.587577,1
1068,6.235511,1
1069,6.247049,1
1070,7.202900,1
1071,11.526714,1
1072,6.188558,1
1073,7.228249,1
1074,7.246449,1
1075,10.558410,1
1076,11.551976,1
1077,6.232188,1
1078,13.676362,1
1079,11.633937,1
1080,7.262038,1
1081,12.793761,1
1082,10.560535,1
1083,6.266877,1
1084,13.660388,1
1085,11.542445,1
1086,7.288841,1
1087,12.679181,1
1088,10.503795,1
1089,6.321952,1
1090,13.694131,1
1091,11.590669,1
1092,6.102940,1
1093,13.731065,1
1094,10.457981,1
1095,6.283549,1
1096,13.728874,1
1097,11.610425,1
1098,6.196172,1
1099,13.779596,1
1100,10.520719,1
1101,6.569091,1
1102,14.051789,1
1103,10.570767,1
1104,7.300575,1
1105,12.655911,1
1106,10.453001,1
1107,6.137239,1
1108,14.904709,1
1109,10.835374,1
1110,6.359422,1
1111,13.808244,1
1112,10.510115,1
1113,7.284380,1
1114,12.627954,1
1115,10.589371,1
1116,6.279805,1
1117,13.773837,1
1118,11.679615,1
1119,6.146509,1
1120,13.733307,1
1121,10.406771,1
1122,6.214440,1
1123,13.765073,1
1124,11.868740,1
1125,6.316180,1
1126,12.628651,1
1127,11.600202,1
1128,7.329266,1
1129,12.594935,1
1130,10.484592,1
1131,6.246882,1
1132,13.724226,1
1133,11.477182,1
1134,7.532966,1
1135,12.689571,1
1136,10.470286,1
1137,6.218591,1
1138,13.708083,1
1139,11.542318,1
1140,7.330836,1
1141,12.628717,1
1142,10.499257,1
1143,6.161190,1
1144,13.702810,1
1145,11.558123,1
1146,7.353521,1
1147,12.872858,1
1148,10.479092,1
1149,6.245078,1
1150,13.687352,1
1151,11.539655,1
1152,6.241873,1
1153,13.678912,1
1154,10.549626,1
1155,6.173435,1
1156,13.739309,1
1157,11.697304,1
1158,6.375114,1
1159,12.738153,1
1160,11.454669,1
1161,7.318794,1
1162,12.722525,1
1163,10.575686,1
1164,6.145288,1
1165,13.736016,1
1166,12.631267,1
1167,7.342457,1
1168,11.643327,1
1169,10.517264,1
1170,6.220132,1
1171,13.719051,1
1172,11.565412,1
1173,6.293777,1
1174,13.918567,1
1175,11.980605,1
1176,6.501979,1
1177,11.655293,1
1178,11.508913,1
1179,6.282258,1
1180,13.727891,1
1181,11.417503,1
1182,6.671798,1
1183,13.238493,1
1184,11.556928,1
1185,7.343714,1
1186,11.639952,1
1187,10.621628,1
1188,6.191566,1
1189,13.856645,1
1190,11.641510,1
1191,6.298641,1
1192,13.705725,1
1193,11.568841,1
1194,7.218569,1
1195,11.612102,1
1196,11.524064,1
1197,6.211166,1
1198,13.713059,1
1199,11.649909,1
1200,7.235289,1
1201,11.609010,1
1202,11.511390,1
1203,6.267419,1
