fichero,t_wall_iso,t_unix,n
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.199452,1789674655.199,192
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.237607,1789674655.238,193
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.269471,1789674655.269,194
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.301770,1789674655.302,195
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.332726,1789674655.333,196
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.369037,1789674655.369,197
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.400441,1789674655.400,198
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.436337,1789674655.436,199
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.470321,1789674655.470,200
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.505681,1789674655.506,201
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.534014,1789674655.534,202
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.577083,1789674655.577,203
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.599651,1789674655.600,204
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.635393,1789674655.635,205
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.666472,1789674655.666,206
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.701675,1789674655.702,207
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.734084,1789674655.734,208
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.773024,1789674655.773,209
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.800823,1789674655.801,210
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.843330,1789674655.843,211
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.868933,1789674655.869,212
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.899492,1789674655.900,213
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.935041,1789674655.935,214
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.971232,1789674655.971,215
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.001544,1789674656.002,216
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.038210,1789674656.038,217
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.069415,1789674656.069,218
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.102312,1789674656.102,219
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.131114,1789674656.131,220
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.168468,1789674656.168,221
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.202635,1789674656.203,222
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.239892,1789674656.240,223
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.269568,1789674656.270,224
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.301187,1789674656.301,225
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.334059,1789674656.334,226
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.371711,1789674656.372,227
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.401451,1789674656.401,228
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.437038,1789674656.437,229
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.466410,1789674656.466,230
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.498837,1789674656.499,231
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.533264,1789674656.533,232
